song_id,title,artist,old_candidates,primary_reason,flags,strong_categories,new_disposition,new_primary
song_7c3e690b3fc996c3e871ff482c1a84a41d7474ece4fb6467f3f2e039caeb94a8,Angel,Lionel Richie,"[""Pop"", ""R&B / Soul"", ""Rock""]",weak_or_conflicting_evidence,"[""pop_with_specific_genre"", ""artist_context_adds_other_categories""]",[],insufficient,
song_7f17c5f47f796d23f576dedac48e1949b4283368dfb3759ef2cafe4d9afc101e,Fast Car,Tracy Chapman,"[""Alternative / Indie"", ""Country"", ""Folk / Singer-Songwriter"", ""Jazz / Blues"", ""Pop"", ""R&B / Soul"", ""Rock""]",cross_genre_strong_evidence,"[""compatible_tags_within_category"", ""isolated_low_support_category"", ""pop_with_specific_genre"", ""rock_alternative"", ""multiple_strong_candidates"", ""competing_strong_categories""]","[""Pop"", ""Rock"", ""Alternative / Indie"", ""Folk / Singer-Songwriter""]",ambiguous,
song_8158e07affce61a84c99ebed07534c0f6019552dbe832198ce67ea9249e440a1,Magic Bus,The Who,"[""Pop"", ""Rock""]",weak_or_conflicting_evidence,"[""compatible_tags_within_category"", ""isolated_low_support_category"", ""pop_with_specific_genre""]","[""Rock""]",primary,Rock
song_81d3552cdb6177bc79b373e37eb826953871014d6514ac34df9eed6959dbed9a,You Can't Dance,England Dan & John Ford Coley,"[""Pop"", ""Rock""]",weak_or_conflicting_evidence,"[""isolated_low_support_category"", ""pop_with_specific_genre""]",[],insufficient,
song_820e02d28e7ec0e0caa43ee9d8b41461b355022c9f39026dafa6a99c4a8b7da9,Every Heartbeat,Amy Grant,"[""Electronic / Dance"", ""Gospel / Christian"", ""Pop"", ""Rock""]",weak_or_conflicting_evidence,"[""compatible_tags_within_category"", ""isolated_low_support_category"", ""pop_with_specific_genre"", ""electronic_crossover""]","[""Pop""]",primary,Pop
song_82cc7c9780e3340ad82f5a3622292b290007c3cc0bb566f91df6df8fade52fa1,My Immortal,Evanescence,"[""Alternative / Indie"", ""Metal"", ""Pop""]",cross_genre_strong_evidence,"[""compatible_tags_within_category"", ""isolated_low_support_category"", ""pop_with_specific_genre"", ""multiple_strong_candidates"", ""competing_strong_categories""]","[""Alternative / Indie"", ""Metal""]",ambiguous,
song_8665a124456b78459e42436a6abf3c1cd6dbf5a06c66ddfbe532cd2370a375f9,Human,Christina Perri,"[""Alternative / Indie"", ""Pop""]",weak_or_conflicting_evidence,"[""isolated_low_support_category"", ""pop_with_specific_genre""]","[""Pop""]",primary,Pop
song_871c4ad5bdbc31a2492e368ff5235aa8f8aaa094a3dcb8ba0e0ac32ed4b9c53a,Rapper's Delight,Sugarhill Gang,"[""Electronic / Dance"", ""Hip-Hop / Rap"", ""Pop"", ""R&B / Soul""]",cross_genre_strong_evidence,"[""compatible_tags_within_category"", ""isolated_low_support_category"", ""pop_with_specific_genre"", ""rap_soul"", ""electronic_crossover"", ""multiple_strong_candidates"", ""competing_strong_categories""]","[""Hip-Hop / Rap"", ""R&B / Soul""]",ambiguous,
song_87601c4495e29dd78c08f886e87be68703081cf94601eb92946cddd4af0e3c8f,Scared To Start,Michael Marcagi,"[""Alternative / Indie"", ""Jazz / Blues"", ""Pop""]",weak_or_conflicting_evidence,"[""isolated_low_support_category"", ""pop_with_specific_genre""]",[],insufficient,
song_87935c998bf527bda3475e97c08a5e1e54c27a6a03654a77753b9efb2817988b,Champagne Jam,Atlanta Rhythm Section,"[""Pop"", ""Rock""]",weak_or_conflicting_evidence,"[""compatible_tags_within_category"", ""isolated_low_support_category"", ""pop_with_specific_genre""]","[""Rock""]",primary,Rock
song_8794d1c12e8c77e7ad430a1b484aee515afa3d9ead32874c9ea8b0519ab7ae77,Don't Hide Your Love,Cher,"[""Country"", ""Folk / Singer-Songwriter"", ""Pop"", ""Rock""]",weak_or_conflicting_evidence,"[""compatible_tags_within_category"", ""isolated_low_support_category"", ""pop_with_specific_genre""]","[""Pop"", ""Rock""]",primary,Rock
song_88c7f400820aee145eea762b34117646ce5f51b0b1d4a1b7fc4728dd9c82452f,Knock Knock,Monica,"[""Hip-Hop / Rap"", ""R&B / Soul""]",weak_or_conflicting_evidence,"[""isolated_low_support_category"", ""rap_soul""]",[],insufficient,
song_893cc453fd6abdf92143801f9be8b45c9b946bc24bfba4384a35774137e70121,You Gotta Have Love In Your Heart,The Supremes & Four Tops,"[""Electronic / Dance"", ""R&B / Soul""]",weak_or_conflicting_evidence,"[""isolated_low_support_category"", ""electronic_crossover"", ""artist_context_adds_other_categories""]",[],insufficient,
song_8c13d8e4ead4fff60549ddec575dad40428747a694cb844f51a73e2e59e443e1,Respect,Aretha Franklin,"[""Electronic / Dance"", ""Gospel / Christian"", ""Jazz / Blues"", ""Pop"", ""R&B / Soul"", ""Rock""]",weak_or_conflicting_evidence,"[""compatible_tags_within_category"", ""isolated_low_support_category"", ""pop_with_specific_genre"", ""electronic_crossover""]","[""R&B / Soul""]",primary,R&B / Soul
song_8c901f5b3e5e4c25f7cf44180cd1bedcb3567ea88b9e7b4153fe86d1ba6fa8c8,Take Me In Your Arms (Rock Me),The Doobie Brothers,"[""Pop"", ""Rock""]",weak_or_conflicting_evidence,"[""compatible_tags_within_category"", ""isolated_low_support_category"", ""pop_with_specific_genre""]","[""Rock""]",primary,Rock
song_8f07b312859728d4bf2609cb106629aed8c5e362ff51c10ba7e2fd42c64ab2db,Both Of Us,B.o.B Featuring Taylor Swift,"[""Country"", ""Pop""]",weak_or_conflicting_evidence,"[""pop_with_specific_genre"", ""artist_context_adds_other_categories""]",[],insufficient,
song_91ef67810b7430e676a76181c1387b307d43104aa0f008f988dc486443d9cd91,Heartbreak Hotel,Whitney Houston Feat. Faith Evans & Kelly Price,"[""Electronic / Dance"", ""Pop"", ""R&B / Soul"", ""Rock""]",weak_or_conflicting_evidence,"[""compatible_tags_within_category"", ""isolated_low_support_category"", ""pop_with_specific_genre"", ""electronic_crossover""]","[""Pop"", ""R&B / Soul""]",primary,R&B / Soul
song_924796ac685f2d06b74e6f58caa5d6bb561d9f0444e2180dcd461857eebb3ab6,Am I Wrong,Nico & Vinz,"[""Afrobeats / African Pop"", ""Electronic / Dance"", ""Hip-Hop / Rap"", ""Pop""]",weak_or_conflicting_evidence,"[""isolated_low_support_category"", ""pop_with_specific_genre"", ""electronic_crossover""]","[""Pop""]",primary,Pop
song_940fad53a151dbed140e4f3434e01f801e7bf9f6c2bc8ab11087d241736bfade,Folsom Prison Blues,Johnny Cash,"[""Country"", ""Other"", ""Rock""]",weak_or_conflicting_evidence,"[""compatible_tags_within_category"", ""isolated_low_support_category""]","[""Country""]",primary,Country
song_996fc13ebba5211b1521445586be9c9219d0d460f6506b42000925cfd3f62d29,Feel Good Time,P!nk Featuring William Orbit,"[""Hip-Hop / Rap"", ""Pop"", ""Rock""]",weak_or_conflicting_evidence,"[""compatible_tags_within_category"", ""isolated_low_support_category"", ""pop_with_specific_genre""]","[""Pop""]",primary,Pop
song_9adb3d1a0131719ef13c364403cf53a1962d992abdcd05c29cd951e04ab8cc07,Water,Tyla,"[""Pop"", ""R&B / Soul""]",weak_or_conflicting_evidence,"[""isolated_low_support_category"", ""pop_with_specific_genre""]",[],insufficient,
song_9b69efe97ee2317d76c9725dc34d48ada43766dde1cb10deb8f2413a8514a068,Crazy For You,Madonna,"[""Electronic / Dance"", ""Hip-Hop / Rap"", ""Pop"", ""Rock""]",cross_genre_strong_evidence,"[""compatible_tags_within_category"", ""isolated_low_support_category"", ""pop_with_specific_genre"", ""electronic_crossover"", ""artist_context_adds_other_categories"", ""multiple_strong_candidates""]","[""Pop"", ""Electronic / Dance""]",primary,Pop
song_9bfd0b1339802a6c5c4fe6dc0ee0b93cc3e80ebde69768c0cae5461a88f536aa,Where The Party At,Jagged Edge With Nelly,"[""Hip-Hop / Rap"", ""R&B / Soul""]",weak_or_conflicting_evidence,"[""compatible_tags_within_category"", ""isolated_low_support_category"", ""rap_soul""]",[],insufficient,
song_9cfb2e5a55abb7300a23b5f494d87dc8e33dfb5738e873c99eb20ced015067d0,Stuck With You,Huey Lewis & The News,"[""Electronic / Dance"", ""Pop"", ""Rock""]",cross_genre_strong_evidence,"[""compatible_tags_within_category"", ""isolated_low_support_category"", ""pop_with_specific_genre"", ""electronic_crossover"", ""multiple_strong_candidates"", ""competing_strong_categories""]","[""Pop"", ""Rock""]",ambiguous,
song_9d842cdc104a5dd044703af98874fc46df717e13ecc4ace038882875f6caede0,Achy Breaky Heart,Billy Ray Cyrus,"[""Country"", ""Pop"", ""Rock""]",weak_or_conflicting_evidence,"[""compatible_tags_within_category"", ""isolated_low_support_category"", ""pop_with_specific_genre""]","[""Country""]",primary,Country
song_a641c3af2dfc107e7dc72b0ecf027e41b6fd4935571cb19f81e547926e6689ae,Looking For You,Kirk Franklin,"[""Gospel / Christian"", ""R&B / Soul""]",weak_or_conflicting_evidence,"[""compatible_tags_within_category"", ""isolated_low_support_category""]",[],insufficient,
song_a7197574545e330517462fa119faa8564536ede13d65ed7f397ab96866e5d2de,Lost In Your Eyes,Debbie Gibson,"[""Electronic / Dance"", ""Pop""]",weak_or_conflicting_evidence,"[""compatible_tags_within_category"", ""isolated_low_support_category"", ""pop_with_specific_genre"", ""electronic_crossover""]","[""Pop""]",primary,Pop
song_a73f4a1e918dc6431ddb2809e2380a71c7f7e67fc93d2e4a2b9d8ffb22939957,Searching For My Love,Bobby Moore & The Rhythm Aces,"[""Jazz / Blues"", ""R&B / Soul""]",weak_or_conflicting_evidence,"[""compatible_tags_within_category"", ""isolated_low_support_category""]",[],insufficient,
song_a8d19c6ba8d03d6bd5a7cfbbbf8373d646dfebc1629945f27b3917bd23eb43f6,On My Own,Patti LaBelle & Michael McDonald,"[""Electronic / Dance"", ""Jazz / Blues"", ""Pop"", ""R&B / Soul"", ""Rock""]",cross_genre_strong_evidence,"[""compatible_tags_within_category"", ""isolated_low_support_category"", ""pop_with_specific_genre"", ""electronic_crossover"", ""multiple_strong_candidates"", ""competing_strong_categories""]","[""Pop"", ""R&B / Soul""]",ambiguous,
song_aaa0e4a963fc10aa6f920a0aac49efadb98b0565d37028e63fbe65b523fb1575,Lighters,Bad Meets Evil Featuring Bruno Mars,"[""Alternative / Indie"", ""Electronic / Dance"", ""Hip-Hop / Rap"", ""Pop"", ""R&B / Soul"", ""Rock""]",cross_genre_strong_evidence,"[""compatible_tags_within_category"", ""isolated_low_support_category"", ""pop_with_specific_genre"", ""rock_alternative"", ""rap_soul"", ""electronic_crossover"", ""multiple_strong_candidates""]","[""Pop"", ""Hip-Hop / Rap""]",primary,Hip-Hop / Rap
song_ac8908e6477aa0b8e5a5508c55ed0629bbaaa43222d170a0e5535926bb7822cd,Only You,Commodores,"[""Electronic / Dance"", ""R&B / Soul""]",weak_or_conflicting_evidence,"[""compatible_tags_within_category"", ""isolated_low_support_category"", ""electronic_crossover""]",[],insufficient,
song_b032726402e91c6b476ad4d565f451e16627c4a231d7c50f9804ff6b5616589b,Brian Wilson,Barenaked Ladies,"[""Alternative / Indie"", ""Pop"", ""Rock""]",weak_or_conflicting_evidence,"[""compatible_tags_within_category"", ""isolated_low_support_category"", ""pop_with_specific_genre"", ""rock_alternative""]",[],insufficient,
song_b03e2ccfd2ef38b55a5a4b9d561ca174161c714d8d380d32b50b28679ab09813,What Can I Do With This Broken Heart,England Dan & John Ford Coley,"[""Pop"", ""Rock""]",weak_or_conflicting_evidence,"[""compatible_tags_within_category"", ""pop_with_specific_genre""]","[""Pop"", ""Rock""]",primary,Rock
song_b368dcca49e573d3263eff812c0545caeaf18a85810fd9d49bda1b38d429e3c8,We Found Love,Rihanna Featuring Calvin Harris,"[""Electronic / Dance"", ""Pop"", ""R&B / Soul""]",cross_genre_strong_evidence,"[""compatible_tags_within_category"", ""pop_with_specific_genre"", ""electronic_crossover"", ""multiple_strong_candidates"", ""competing_strong_categories""]","[""Pop"", ""R&B / Soul"", ""Electronic / Dance""]",ambiguous,
song_b38b11172a916cc06707f86633944054b2dcf911f1858a7316f5c8f82b69f4ed,I Fell In Love,Rockell,"[""Electronic / Dance"", ""Pop""]",weak_or_conflicting_evidence,"[""compatible_tags_within_category"", ""isolated_low_support_category"", ""pop_with_specific_genre"", ""electronic_crossover""]","[""Electronic / Dance""]",primary,Electronic / Dance
song_b4ab3d9c2d8c51cee5a488e94ad86865b45b5dbd49c3a188e29ca7871e610312,Never Gonna Let You Go,Faith Evans,"[""Hip-Hop / Rap"", ""R&B / Soul""]",weak_or_conflicting_evidence,"[""compatible_tags_within_category"", ""isolated_low_support_category"", ""rap_soul""]","[""R&B / Soul""]",primary,R&B / Soul
song_b555d7adc406312bc519e83111bf9e3801029c3f84ee56adbb3ffdc03794f183,Livin' La Vida Loca,Ricky Martin,"[""Electronic / Dance"", ""Hip-Hop / Rap"", ""Latin"", ""Pop"", ""Rock""]",cross_genre_strong_evidence,"[""compatible_tags_within_category"", ""isolated_low_support_category"", ""pop_with_specific_genre"", ""latin_crossover"", ""electronic_crossover"", ""multiple_strong_candidates""]","[""Pop"", ""Latin""]",primary,Pop
song_b7ae45ffd7fb35b6bd81abbfb4fc36b04071dbe8847757321e5c8dc779360e24,I Feel Love,Donna Summer,"[""Electronic / Dance"", ""Jazz / Blues"", ""Pop"", ""R&B / Soul"", ""Rock""]",weak_or_conflicting_evidence,"[""compatible_tags_within_category"", ""isolated_low_support_category"", ""pop_with_specific_genre"", ""electronic_crossover""]","[""Electronic / Dance""]",primary,Electronic / Dance
song_bc1676afe5cb4a4d64dbc784d23053c57d5bdcda1265d545574404fea263f627,One Dance,Drake Featuring WizKid & Kyla,"[""Afrobeats / African Pop"", ""Hip-Hop / Rap"", ""Pop"", ""R&B / Soul"", ""Reggae / Dancehall""]",cross_genre_strong_evidence,"[""compatible_tags_within_category"", ""pop_with_specific_genre"", ""rap_soul"", ""multiple_strong_candidates"", ""competing_strong_categories""]","[""Pop"", ""Hip-Hop / Rap"", ""R&B / Soul"", ""Reggae / Dancehall""]",ambiguous,
song_bd6376a34f2de0be504db8d256d94eff21b823a697c698e02dab73d9476f0062,Still Loving You,Scorpions,"[""Electronic / Dance"", ""Metal"", ""Pop"", ""Rock""]",cross_genre_strong_evidence,"[""compatible_tags_within_category"", ""isolated_low_support_category"", ""pop_with_specific_genre"", ""rock_metal"", ""electronic_crossover"", ""multiple_strong_candidates""]","[""Rock"", ""Metal""]",primary,Rock
song_bded4c90718f9ec35824c0d6db43e68e1886357579a53851ed80f4c4df644c4f,Get Lucky,Daft Punk Featuring Pharrell Williams,"[""Alternative / Indie"", ""Electronic / Dance"", ""Hip-Hop / Rap"", ""Pop"", ""R&B / Soul"", ""Reggae / Dancehall""]",cross_genre_strong_evidence,"[""compatible_tags_within_category"", ""isolated_low_support_category"", ""pop_with_specific_genre"", ""rap_soul"", ""electronic_crossover"", ""multiple_strong_candidates"", ""competing_strong_categories""]","[""Pop"", ""R&B / Soul"", ""Electronic / Dance""]",ambiguous,
song_beb686e166af1e1d4043dd7b3528ba4c99a18700c6f3a7242dfd42d5a495c72a,Nonsense,Sabrina Carpenter,"[""Alternative / Indie"", ""Pop"", ""R&B / Soul""]",weak_or_conflicting_evidence,"[""isolated_low_support_category"", ""pop_with_specific_genre""]",[],insufficient,
song_c175234ba4926133ea1ec08dc7971e3446004ae13bd450e4937342dcfc6bf077,I Heard It Through The Grapevine,Marvin Gaye,"[""Electronic / Dance"", ""Folk / Singer-Songwriter"", ""Jazz / Blues"", ""Pop"", ""R&B / Soul"", ""Rock""]",cross_genre_strong_evidence,"[""compatible_tags_within_category"", ""isolated_low_support_category"", ""pop_with_specific_genre"", ""electronic_crossover"", ""multiple_strong_candidates""]","[""R&B / Soul"", ""Jazz / Blues""]",primary,R&B / Soul
song_c452b31e68a5b645ad09c01d1a4adbe44dc571dc59ce6882cda4b32d123eec9e,Special Way,Kool & The Gang,"[""Electronic / Dance"", ""R&B / Soul""]",weak_or_conflicting_evidence,"[""isolated_low_support_category"", ""electronic_crossover""]",[],insufficient,
song_c48672817dba7c8c321a5a3be30d0fe53bc5f6fbda5875ed12525cdde5be524a,I'd Really Love To See You Tonight,England Dan & John Ford Coley,"[""Pop"", ""Rock""]",weak_or_conflicting_evidence,"[""compatible_tags_within_category"", ""pop_with_specific_genre""]","[""Pop"", ""Rock""]",primary,Rock
song_c4f95aead5807b52c56cba34e9acfbc88854c733b89694efb33be04f6ad69b22,You're All I Need To Get By,Marvin Gaye & Tammi Terrell,"[""Electronic / Dance"", ""Jazz / Blues"", ""Other"", ""Pop"", ""R&B / Soul""]",weak_or_conflicting_evidence,"[""compatible_tags_within_category"", ""isolated_low_support_category"", ""pop_with_specific_genre"", ""electronic_crossover""]","[""R&B / Soul""]",primary,R&B / Soul
song_c621cfa245241f1ede4d5a3c0552e33fcf76bcfd4ccb6daa72e3ad013b3d4fa0,I Can't Stop Loving You,Ray Charles,"[""Country"", ""Jazz / Blues"", ""Pop"", ""R&B / Soul"", ""Rock""]",cross_genre_strong_evidence,"[""compatible_tags_within_category"", ""isolated_low_support_category"", ""pop_with_specific_genre"", ""multiple_strong_candidates""]","[""R&B / Soul"", ""Jazz / Blues""]",primary,R&B / Soul
song_c89f4d6d464f96d596f24b263cc4b17d6fac7434d27ef5a6b4a726e4f9c3c4c8,You'll Never Find Another Love Like Mine,Lou Rawls,"[""Electronic / Dance"", ""Pop"", ""R&B / Soul""]",weak_or_conflicting_evidence,"[""compatible_tags_within_category"", ""isolated_low_support_category"", ""pop_with_specific_genre"", ""electronic_crossover""]","[""R&B / Soul""]",primary,R&B / Soul
song_c947bdc9902c04e11bb64dfc1b9f93d7f7347acabb9a6cbcdf46493ad034c547,Seven,Jung Kook Featuring Latto,"[""Electronic / Dance"", ""Pop""]",weak_or_conflicting_evidence,"[""isolated_low_support_category"", ""pop_with_specific_genre"", ""electronic_crossover""]",[],insufficient,
song_ca72dbfc21278bbdfb80577a03437fbe493000ccb0fde0a8f7f7f22e163e8c37,Word Of Mouth,Mike + The Mechanics,"[""Pop"", ""Rock""]",cross_genre_strong_evidence,"[""compatible_tags_within_category"", ""pop_with_specific_genre"", ""multiple_strong_candidates"", ""competing_strong_categories""]","[""Pop"", ""Rock""]",ambiguous,
song_cc5ce6c98fc57312fa8a144e7462d65b9b5ae8ca6cc853bedbe8b519dd873199,Popsicle,Jan & Dean,"[""Pop"", ""Rock""]",weak_or_conflicting_evidence,"[""compatible_tags_within_category"", ""isolated_low_support_category"", ""pop_with_specific_genre""]","[""Rock""]",primary,Rock
song_d1144e651a7db9b1bfac074c20e133c378ff0d99c0fb41156bb1677cb1b254a3,Over And Over,Bobby Day,"[""Pop"", ""R&B / Soul"", ""Rock""]",weak_or_conflicting_evidence,"[""compatible_tags_within_category"", ""isolated_low_support_category"", ""pop_with_specific_genre""]",[],insufficient,
song_d24f6fd8895421cd9acf561e8f8930a76b1cf98a7c08be860ff51ab33f11f6a2,Don't Know Why,Norah Jones,"[""Country"", ""Electronic / Dance"", ""Folk / Singer-Songwriter"", ""Jazz / Blues"", ""Pop"", ""R&B / Soul"", ""Rock""]",weak_or_conflicting_evidence,"[""compatible_tags_within_category"", ""isolated_low_support_category"", ""pop_with_specific_genre"", ""electronic_crossover""]","[""Pop"", ""Jazz / Blues""]",primary,Jazz / Blues
song_d303660918f1645504b17b34c66f09df19f460405ea8a3c978b6a86333c90053,Nice To Meet You,Myles Smith,"[""Electronic / Dance"", ""Pop""]",weak_or_conflicting_evidence,"[""isolated_low_support_category"", ""pop_with_specific_genre"", ""electronic_crossover""]",[],insufficient,
song_d4e4a0acacdcfc34a43edd550ec19e062400394273001c5955a96c90b2295553,Crazy In Love,Beyonce Featuring Jay Z,"[""Electronic / Dance"", ""Hip-Hop / Rap"", ""Pop"", ""R&B / Soul"", ""Reggae / Dancehall"", ""Rock""]",cross_genre_strong_evidence,"[""compatible_tags_within_category"", ""isolated_low_support_category"", ""pop_with_specific_genre"", ""rap_soul"", ""electronic_crossover"", ""artist_context_adds_other_categories"", ""multiple_strong_candidates"", ""competing_strong_categories""]","[""Pop"", ""Hip-Hop / Rap"", ""R&B / Soul""]",ambiguous,
song_d7e9573c1e70adad7ade1b701ddfa86aaeb97415f9841e0d3d90c6dca6ac3cca,Dynamite,BTS,"[""K-Pop"", ""Pop""]",weak_or_conflicting_evidence,"[""compatible_tags_within_category"", ""isolated_low_support_category"", ""pop_with_specific_genre""]",[],insufficient,
song_d8524775ea0b49eec78378d984ac3dc3b1cbfbf577b70169d7684611d3903930,Waterfalls,TLC,"[""Alternative / Indie"", ""Electronic / Dance"", ""Hip-Hop / Rap"", ""Pop"", ""R&B / Soul"", ""Rock""]",weak_or_conflicting_evidence,"[""compatible_tags_within_category"", ""isolated_low_support_category"", ""pop_with_specific_genre"", ""rock_alternative"", ""rap_soul"", ""electronic_crossover""]","[""R&B / Soul""]",primary,R&B / Soul
song_d85c143df834e14c54ba7837752803ae6c142f916f0fdb35b89f66766a0986c6,Insane In The Brain,Cypress Hill,"[""Hip-Hop / Rap"", ""Latin"", ""Pop"", ""R&B / Soul""]",weak_or_conflicting_evidence,"[""compatible_tags_within_category"", ""isolated_low_support_category"", ""pop_with_specific_genre"", ""rap_soul"", ""latin_crossover""]","[""Hip-Hop / Rap""]",primary,Hip-Hop / Rap
song_d897fe60e5a6b1f1c1db39928c81d2646274458117144d8106de31f753f8aa3f,Sad New Day,Me Phi Me,"[""Hip-Hop / Rap"", ""Pop"", ""R&B / Soul""]",weak_or_conflicting_evidence,"[""compatible_tags_within_category"", ""isolated_low_support_category"", ""pop_with_specific_genre"", ""rap_soul""]",[],insufficient,
song_db6cb0c18cbe8cc635e66c9b72c54190675e442058e6295d3b0646d144eafefe,What It Takes,Aerosmith,"[""Hip-Hop / Rap"", ""Metal"", ""Pop"", ""Rock""]",weak_or_conflicting_evidence,"[""compatible_tags_within_category"", ""isolated_low_support_category"", ""pop_with_specific_genre"", ""rock_metal""]","[""Rock""]",primary,Rock
song_dc622e83556500e1683288e4bdb9892c32a49dd9dbb2b8b80f8f8bb9eab21fa4,Lifestyle,Jason Derulo Featuring Adam Levine,"[""Electronic / Dance"", ""Jazz / Blues"", ""Pop""]",weak_or_conflicting_evidence,"[""compatible_tags_within_category"", ""isolated_low_support_category"", ""pop_with_specific_genre"", ""electronic_crossover""]",[],insufficient,
song_e39b7c853dbe1a93b5faa80a89367a61970c43c36de051fc9e3ee961ca5ccc39,Anything,Jaheim Featuring Next,"[""Hip-Hop / Rap"", ""R&B / Soul""]",weak_or_conflicting_evidence,"[""compatible_tags_within_category"", ""isolated_low_support_category"", ""rap_soul""]",[],insufficient,
song_e9e0c2c12977b22083aca819cf1caacc2a7478d90d8ead60a6955878b2412e1e,Lucky Man,"Emerson, Lake & Palmer","[""Electronic / Dance"", ""Pop"", ""Rock""]",weak_or_conflicting_evidence,"[""compatible_tags_within_category"", ""isolated_low_support_category"", ""pop_with_specific_genre"", ""electronic_crossover""]","[""Rock""]",primary,Rock
song_eae2b284073d876fe50a3dc3452c44d09dd57c12fa59acdd7632ca003a06fd9b,Livin' On A Prayer,Bon Jovi,"[""Electronic / Dance"", ""Metal"", ""Pop"", ""Rock""]",cross_genre_strong_evidence,"[""compatible_tags_within_category"", ""isolated_low_support_category"", ""pop_with_specific_genre"", ""rock_metal"", ""electronic_crossover"", ""multiple_strong_candidates"", ""competing_strong_categories""]","[""Pop"", ""Rock"", ""Metal""]",ambiguous,
song_ec692fd3bdaf97fc34ade9f8b4b5c0e65077c08c9a4bf0a215d5fea204a3c217,Out Of My Head,Fastball,"[""Alternative / Indie"", ""Pop"", ""Rock""]",cross_genre_strong_evidence,"[""compatible_tags_within_category"", ""pop_with_specific_genre"", ""rock_alternative"", ""multiple_strong_candidates"", ""competing_strong_categories""]","[""Pop"", ""Rock"", ""Alternative / Indie""]",ambiguous,
song_ef3d7dc92389313e0ef01cd970d9ba25084ed7dd565ec26357543ef422095054,All Night Long,Faith Evans Featuring Puff Daddy,"[""Hip-Hop / Rap"", ""R&B / Soul""]",weak_or_conflicting_evidence,"[""compatible_tags_within_category"", ""isolated_low_support_category"", ""rap_soul""]","[""R&B / Soul""]",primary,R&B / Soul
song_f3127d6f2653bb27e9426e1083bd85ecb0d3b2608413c997eac86dc7d49c2c33,Nothing But A Heartache,The Flirtations,"[""Pop"", ""R&B / Soul"", ""Rock""]",weak_or_conflicting_evidence,"[""compatible_tags_within_category"", ""isolated_low_support_category"", ""pop_with_specific_genre""]","[""R&B / Soul""]",primary,R&B / Soul
song_f413bb2f755c0d08ca66cbd330d8d0aad2f4b54c4786ea8a890fbabdd4ead78d,Smells Like Teen Spirit,Nirvana,"[""Alternative / Indie"", ""Pop"", ""Rock""]",weak_or_conflicting_evidence,"[""compatible_tags_within_category"", ""isolated_low_support_category"", ""pop_with_specific_genre"", ""rock_alternative""]","[""Rock"", ""Alternative / Indie""]",primary,Alternative / Indie
song_f5daad636fce6213fbf775c1e0ed2b596ff259fa88b5bea40660fa9ed8dbcaf0,Die With A Smile,Lady Gaga & Bruno Mars,"[""Electronic / Dance"", ""Pop"", ""R&B / Soul"", ""Rock""]",cross_genre_strong_evidence,"[""compatible_tags_within_category"", ""isolated_low_support_category"", ""pop_with_specific_genre"", ""electronic_crossover"", ""multiple_strong_candidates""]","[""Pop"", ""R&B / Soul""]",primary,Pop
song_f62b2b6113fad8aa92dfa0b6ad2a8b8f581c0ee3fd8c4781be8a3af5247212dd,Red Red Wine,UB40,"[""Pop"", ""Reggae / Dancehall"", ""Rock""]",cross_genre_strong_evidence,"[""compatible_tags_within_category"", ""pop_with_specific_genre"", ""multiple_strong_candidates""]","[""Pop"", ""Rock"", ""Reggae / Dancehall""]",primary,Reggae / Dancehall
song_f71a8469af565fdf41a9efaa9f233185285419106daa5b17f9db0ca2c64a4bad,Selfish,Justin Timberlake,"[""Hip-Hop / Rap"", ""Pop"", ""R&B / Soul""]",weak_or_conflicting_evidence,"[""compatible_tags_within_category"", ""isolated_low_support_category"", ""pop_with_specific_genre"", ""rap_soul""]",[],insufficient,
song_f8dd6e390379dbb863c52c009616abec33c43d33e57fad3a074059031a4d9c40,Freedom Was A Highway,Jimmie Allen & Brad Paisley,"[""Country"", ""Rock""]",weak_or_conflicting_evidence,"[""isolated_low_support_category"", ""artist_context_adds_other_categories""]",[],insufficient,
song_faa0e48f9b6e0a4a092f2ce055e9c5d96d70c0abe941a888a98bd2ebfb4ad1f3,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,"[""Hip-Hop / Rap"", ""Pop""]",weak_or_conflicting_evidence,"[""isolated_low_support_category"", ""pop_with_specific_genre""]",[],insufficient,
song_ff30746ebc21ca46bb47e0b7741190ab7516d361cbc9bb685bf80c40a546a54c,Walk This Way,Run-D.M.C.,"[""Electronic / Dance"", ""Hip-Hop / Rap"", ""Pop"", ""Rock""]",cross_genre_strong_evidence,"[""compatible_tags_within_category"", ""pop_with_specific_genre"", ""electronic_crossover"", ""multiple_strong_candidates"", ""competing_strong_categories""]","[""Pop"", ""Rock"", ""Hip-Hop / Rap""]",ambiguous,
