song_id,billboard_title,billboard_artist,first_chart_date,candidate_id,matched_title,matched_artist,album,duration,identity_confidence,text_quality,outcome,reason,warnings,cleaning_steps,source_text_sha256,cleaned_sha256
song_a1e7483c257a87c69a31d2a09f8c27241822f2d22a709db78e6c65fc25bcd397,"Theme From Mission: Impossible (From ""Mission: Impossible"")",Adam Clayton & Larry Mullen,1996-05-11,11621880,"Theme From Mission Impossible (From ""Mission Impossible"")",Soundtrack & Theme Orchestra,Songs for Ringtones: TV-Themes,52.0,identity_wrong,text_missing,wrong_identity,"All cached candidate credits refer to other performers or other titles; none supports the Billboard asset. Text quality describes the inspected available record, not its suitability for this asset.",[],[],e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
song_ab62e36d4d04cc57df1cb4086822cb2997359958c35c41e32892cf5d81ea2370,Sweet Thing,Mick Jagger,1993-02-13,17380847,Sweet Thing,Mick Jagger,Bravo Hits 004,259.0,identity_high_confidence,text_usable_with_minor_noise,recoverable,Complete source text retains the repeated ending omitted in another transcription.,"[""multiple_transcriptions""]","[""outer_whitespace""]",372dafe27279ee1ad1f8b1768d96538a099d5e3959bacdf6a10ec6faeda4bb13,e6f30f91cb7e0a733695a40ef501b1a0a6efdf8f4dff4a0c901686ab0fb15732
song_ab80535807e6d70626bb315b6acbdf10a776c4a86f6c1f75237835be20f43f36,This,Darius Rucker,2010-10-30,1485285,This,Darius Rucker,"Charleston, SC 1966",219.0,identity_high_confidence,text_good,recoverable,Same complete narrative; minor contraction and short-word differences.,"[""multiple_transcriptions""]","[""outer_whitespace""]",04152b893bb111cd65cb17c7cdb3fe3bed586fd7ec9c9de533bad2056f647e8b,8b4ab7260b7da25c6639e20732202d1ed2aff3df9f71f2b7c60282df41ce53c1
song_af260cef2d3a9827d77b29eaa6bd08bf97ad4a271b17308136c8cea24830c0e6,Peter Piper,Frank Mills,1979-11-03,18599355,Peter Piper,Run-D.M.C.,The Essential Run DMC,202.686984,identity_wrong,text_good,wrong_identity,"All cached candidate credits refer to other performers or other titles; none supports the Billboard asset. Text quality describes the inspected available record, not its suitability for this asset.",[],"[""outer_whitespace""]",512ab732aa29c1cf4be47b84a619c121e864453a1a7aeec90be3e07793be0765,309113d70d711a36c241b3dea5f380aebd869943f7b1384fd4509be4a8236cdd
song_af4803fb43d5ab5674ef905018bc9bfaf1793ee6090da8d4378f2ad04c57c0d9,Spin Bout U,Drake & 21 Savage,2022-11-19,1148831,Spin Bout U,"Drake, 21 Savage",Her Loss,215.0,identity_high_confidence,text_usable_with_minor_noise,recoverable,"Full credit and album agree; few short transcription differences, no masking or omitted verse.","[""multiple_transcriptions""]","[""outer_whitespace""]",b07e32f162b7d7123b4d39d3eb496896e96c76ed1fb16717d17c4adb0dc35a09,bb751c2489dce7fbe33b3a3f69f433e48ddca28cd289dc6fb918205c3307509c
song_b0e65be90edc7a0628b8174a5bfaaf38152c787a8cdbf0d6ff8e564b34ae1a8b,Agora Hills,Doja Cat,2023-10-07,23573766,Agora Hills,Doja Cat,Triple J's Hottest 100 2023,265.0,identity_high_confidence,text_usable_with_minor_noise,recoverable,Full substantive sections agree; shorter/longer duration entries share the song with minor transcription/ad-lib differences. Duration metadata is not a prerequisite.,"[""multiple_transcriptions""]","[""outer_whitespace""]",b64f3062723fd4b9fac016bb9631afe0cb4c4ded478d72b159e3c32a29900634,70979f12f91fa8b2e71e9ce57451d193e633d8d92711bf98363125aa9e591414
song_b1a09409b8c1de23d7df8dc080706b8d6f14b2d1b0bb37eb018f13747abf854b,Chickens,Future Featuring EST Gee,2022-05-14,2158838,CHICKENS,Future feat. EST Gee,I NEVER LIKED YOU,195.0,identity_high_confidence,text_good,recoverable,"Full featured credit and album agree; differences are ad-lib ordering, contractions and number spelling.","[""multiple_transcriptions""]","[""outer_whitespace""]",05e81bc78f7c84999ab398dc348270cedb9241fd41c2ac5d977d7a9491bf7482,9898c1f86d99b0458ab13c53e0cc364890da2d7d84a07ae461b43ceecbdce3de
song_b3deff4c1169e6b5049ef1f4df762177cb9b9ff32729ceebb65560860d24027b,A Natural Man,Lou Rawls,1971-08-28,1342365,A Natural Man,Lou Rawls,The Essential Lou Rawls,219.0,identity_high_confidence,text_good,recoverable,"Minor wording and repeated-ending differences; same title, performer and duration.","[""multiple_transcriptions""]","[""outer_whitespace""]",56a621ea4302e310975171610f3c1ff4bcbd0a4478697649ded1af9d25a83ba1,10550dff719b08230151bf16ace72bab6fd5800b90c4cb6037a9b27b93656c8f
song_b4d338dbaef426dd18dd03767458b25827f57682f9d9b2150a869d67d0bcc52c,Do It Again (Put Ya Hands Up),Jay-Z Featuring Beanie Sigel & Amil,2000-01-15,535714,Do It Again (Put Ya Hands Up),JAY Z feat. Amil & Beanie Sigel,Vol. 3... Life And Times Of S. Carter,279.0,identity_high_confidence,text_usable_with_minor_noise,recoverable,"Full featured credit, album and 279-second duration support the match. Variants share substantive lyrics with short ad-lib/name-transcription differences.","[""multiple_transcriptions"", ""version_label_present_in_candidates""]","[""outer_whitespace""]",e01f004637d6fbae3b3766287096a5c9a0360004798ff454ea8423b6717b71d3,b4e2a21c2738de584608bb5ffc0125288abc5b84b6febdc84f47d10dd619dff5
song_bcbfa07af3567b1136f85e44ae137f9c02b4207a2dcf54e3d66eda712a4ca330,Use Your Heart,SWV,1996-08-17,778008,Use Your Heart,SWV,New Beginning,289.0,identity_high_confidence,text_good,recoverable,"Select existing longer transcription; shorter-duration alternate omits a refrain repetition, not a different verse.","[""multiple_transcriptions""]","[""outer_whitespace""]",021eab0568d7d14732735f0f09999f86c646298495057ca2c9e40835201d5508,75dfd4c6b1f759f37ecd55bef583e8e1bd5e1798d81ae3989f0eee03e03a1abb
song_bf8b4aa80c5566c98719d110170f393ae236606c2611d2b21b45f5cd31b00f74,Family Man,Daryl Hall John Oates,1983-04-30,33893555,Family Man,Daryl Hall & John Oates,H₂O,209.0,identity_high_confidence,text_usable_with_minor_noise,recoverable,All original artist-name tokens appear in order; source inserts the missing collaboration separator. No person or act is removed.,[],"[""outer_whitespace""]",63d37f873c16d281b71ba0b3d4a1353dc6298d97326705c13efef0c4d923dd9b,9f8ab500729199a5a9f1111237d616dba50106a993df7f2afd9072e1e0251098
song_c0a1bd03042d76857f5dba1a28043352cd648c745a86f5243c3aeed4255a4b9c,I Chose To Sing The Blues,Ray Charles & The Raelets,1966-09-03,1598870,I Chose to Sing the Blues,Ray Charles,Over the Rainbow,151.0,identity_ambiguous,text_usable_with_minor_noise,identity_ambiguous,"Lead performer/title agree, but Raelets credit is not substantiated by cached metadata. Backing responses alone do not identify the singers.",[],"[""outer_whitespace""]",e52ab5edbbd4ff5c722ba25408673aa20ae25f4eeceeec8abd0155f1787ef7a5,c304f0dc9ae4789879273a2979c68a706de1fc971b04f1e1f7874155b73e883f
song_c0dea8cfb6162ceeb77aaf197f7f4db2b922431d7d30dd766b7f26160f68beed,Killin' Time,Fred Knoblock & Susan Anton,1980-11-22,17670457,Killin' Time,Tina Cousins,[Radio Edit],237.434375,identity_wrong,text_good,wrong_identity,"All cached candidate credits refer to other performers or other titles; none supports the Billboard asset. Text quality describes the inspected available record, not its suitability for this asset.","[""version_label_present_in_candidates""]","[""outer_whitespace""]",e5f59ceb17081298646b043deee56de7b0eac961b9ba2cc7824a37dbafa1378a,772600ac75b0138b01397a9ce7a0da01690f712b544e7a477d272f32ed30e64e
song_c41214401d95ebe1f0bcbcea358374682b98362dcbbc7e07eb46c8100439c632,Fame And Fortune,Elvis Presley With The Jordanaires,1960-04-11,33458398,Fame and Fortune,Elvis Presley,Gold Collection Vol. 2,170.0,identity_ambiguous,text_usable_with_minor_noise,identity_ambiguous,"Lead performer/title agree, but cached metadata does not establish the Jordanaires credit; retain the plausible Elvis text without approving the full mapping.",[],"[""outer_whitespace""]",51c9c477127ad76ce41784ec11c54fba72d6f07e77e38631b8df3fba17852abe,2a657f3b83e427657738fcd4cabf214d5d5a2287393cabcabe39046a07818713
song_cbcf7e8b4aaed8323a4996949e27029a5d7a242d19c978707ed3078252f13550,Like A Child,Noel,1988-04-09,16818639,Like A Child,Noel,The Best of The 80's Dance,319.5852499,identity_high_confidence,text_usable_with_minor_noise,recoverable,Select an existing expanded text with both verses and refrain repetitions; do not synthesize repeats from the abbreviated alternate.,"[""multiple_transcriptions"", ""repetition_or_backing_vocal_uncertainty""]","[""outer_whitespace""]",a3dbfea3b94b6dcd1ebdcf043b204aabfd004e23780ef965d65a22e9810da2c9,66cbf807c80c03fee7a8c7d0e7106a469bedcd3fba6705416f873d4a97428030
song_cbec98894dd92a075f7cd9b3c2691a64e310640c67b8cf506fc0083e700df9f1,Clara Bow,Taylor Swift,2024-05-04,8799461,Clara Bow,Taylor Swift,The Tortured Poets Department (The Manuscript),217.0,identity_high_confidence,text_usable_with_minor_noise,recoverable,Same album and 217-second duration; choose the more coherent existing transcription rather than its malformed short-phrase alternate. Preserve transcription uncertainty.,"[""multiple_transcriptions"", ""version_label_present_in_candidates""]","[""outer_whitespace""]",ff8d1339e50b31c5544f5eb8058ade39d6c6d46a282466ade487020e76d29d0f,0c3b7ade8a00df69585c9e923649746d1069184ff52a1f8db7070cef7b8bd3c7
song_cc2084136dab17d71f2d4674b14521be6233fc1b3e40c3bcd7c580d2af549d67,Whatever You Want,Tony Toni Tone,1991-04-13,9495633,Whatever You Want,Tony! Toni! Toné!,20th Century Masters: The Millennium Collection: Best Of Tony! Toni! Tone!,291.0,identity_high_confidence,text_usable_with_minor_noise,recoverable,Select existing full refrain text rather than an alternate using refrain multipliers. Tail repetition uncertainty is retained.,"[""multiple_transcriptions"", ""repetition_or_backing_vocal_uncertainty""]","[""outer_whitespace""]",19dc189f41d6013ef62203045a7364ac956bc5885fd5bde68c2dd29a1ecfba9a,c75f7b3daaecbbe61ab0ddea9ac1195d061f5401de7fec5b19ae7fa1a1790725
song_cca8a466e0bd8d84b8dfcf6170154c13a09416cde91553f0c1c6768e816304d4,Wonderland,Commodores,1979-12-15,18784406,Wonderland,Commodores,The Very Best of the Commodores,229.0,identity_high_confidence,text_bad,bad_text,All matching cached texts stop after 49 words with a continuation fragment; substantial truncation.,[],"[""outer_whitespace""]",a320ecb1373950cf29b0468aa13bdcc5712adcdcf47d304b741e0d9751c00c51,1fc5e278250b4942406ee93e238de671200286d8ca08ef1b55dfc9e23486165c
song_ce228c19b5a43872f5bb27a302ebf318ba8f5d76d69d49c09dc1f700e6f90ae5,Blue Magic,JAY-Z,2007-10-20,532533,Blue Magic,JAY Z,American Gangster,249.0,identity_high_confidence,text_usable_with_minor_noise,recoverable,Select existing full text including spoken material; competing text omits the spoken ending and has additional transcription errors.,"[""multiple_transcriptions""]","[""outer_whitespace""]",55ed485b8215a1175c625b3c06a569baf995742e6d2410e1743f3eb93a2bebbe,1b3e1c3be0809d983b51ef3dae03072198d0fac63381d6c7799efe8447a6b372
song_cf4a089cb726156335a0a1938059240ebbb2d245a3e568d0748469a79b8f616c,It Matters To Me,Faith Hill,1995-12-23,7343,It Matters to Me,Faith Hill,It Matters to Me,198.0,identity_high_confidence,text_good,recoverable,Same substantive verses; outro vocalizations differ. Album identity agrees.,"[""multiple_transcriptions""]","[""outer_whitespace""]",e8ec2a794979e12e1a8bf47419b067ed8061172425409ed99749ca4004dedc10,38471a0b3ac7ae564085fa8e8c173c81b9dced713280b80f20d14dd0d86c7435
song_cf589cc822c3fa12959e51d28f2594840790c6927a32be3959e491d563abe8d5,Kyrie,Mr. Mister,1985-12-21,34465103,Kyrie,Mr. Mister,The Real Classics Vol.03 CD1,264.0,identity_high_confidence,text_good,recoverable,Variants differ in repeated vocalizations and outro repetitions; substantive verses agree.,"[""multiple_transcriptions""]","[""outer_whitespace""]",25e52b9e46dc290fd825648808e09bb413fefcdb59c0b1adba59ba8466880988,710f6719a4eb0efb23ebe1c9ee8bedd0ac2d91221f694a03512a4c855c4252ea
song_d4839d51fc713ec141422031d39fa6de9cfeb271fe83b63737157dbd5737f8ad,Contagious,The Isley Brothers Featuring Ronald Isley,2001-07-14,17844277,Contagious,The Isley Brothers Featuring Ronald Isley Aka Mr. Biggs,Eternal,347.906667,identity_high_confidence,text_usable_with_minor_noise,recoverable,"Complete original credit is present; extra AKA Mr. Biggs is attached to Ronald Isley, not an additional performer. Preserve spoken introduction.",[],"[""outer_whitespace""]",96180a2db110b43ac26884950f4836e9e0f567e37420f352cd3da7a6a72133de,00c8a663c87f7f0f0aa5b0ae8867a3dcd91c0dd17326c21320beb83fc072958e
song_d6a6043c059f6b94979fe8cb49837cce93d4ec4ab70f2f54775b465bac5be946,If It Wasn't For Bad Luck,Ray Charles & Jimmy Lewis,1969-01-04,9361470,If It Wasn’t for Bad Luck,"Charles, Ray",True Genius,285.0,identity_high_confidence,text_usable_with_minor_noise,recoverable,"Source reverses Ray Charles name order and omits the duet partner in metadata, but alternate cached text explicitly labels Jimmy Lewis and the shared dialogue names both. Select the header-free existing text.",[],"[""outer_whitespace""]",4407133c56a0f0b33ec1cc23fbff3c2f84368bed7c713d60fcb3cca3ccb81636,9c9e40fcf857c860e99456430a6c242bd2b6f2418b17cdc1abf47a7591d38620
song_e04801e65ad0087b20af8e6dfbab974d99b2e91c101830036419dcfb4914452b,Say You'll Be Mine,Christopher Cross,1981-03-28,5084871,Say You'll Be Mine,Christopher Cross,Christopher Cross (Japan),176.0,identity_high_confidence,text_usable_with_minor_noise,recoverable,Select the complete verse/refrain transcription; competing text abbreviates/reorders repeated material.,"[""multiple_transcriptions"", ""version_label_present_in_candidates""]","[""outer_whitespace""]",435c96c658026ab79c9a7e47e32f5ba11461bee091f6cdb70fbe82f4cce104e1,f95f64c3b16b4400cf43279a86a984a959358f5ccc5d0433ec64dba8f3f3aa9d
song_e0cd54245d8abe6abb3c259188a376da1f4840bf88066ca34f5ed0f60e4507e6,1+1,Beyonce,2011-06-11,763843,1+1,Beyoncé,4,274.0,identity_high_confidence,text_good,recoverable,"Same album, performer and substantive text; contractions and vocalizations differ.","[""multiple_transcriptions"", ""version_label_present_in_candidates""]","[""outer_whitespace""]",ca1a4307cf7dcad802c6330ce71978627dc92fa2896fa9580549038195d3dadf,322cffbf459fb8854abe9a067b0c915d68511c582a29015832538dff30c13670
song_e738f2731d9d2524e169e35984da22ff6e5158b7c3e912833b6bb7860b08610e,Give Me All Your Luvin',Madonna Featuring Nicki Minaj & M.I.A.,2012-02-18,33407283,Give Me All Your Luvin’,Madonna Feat. M.I.A. & Nicki Minaj,MDNA (Deluxe),203.0,identity_high_confidence,text_usable_with_minor_noise,recoverable,Full featured credit and album support selected text; competing remix-labelled transcription contains more spelling and annotation noise. Preserve version warning.,"[""multiple_transcriptions"", ""version_label_present_in_candidates""]","[""outer_whitespace""]",20d5689c266e2ef5bae0724a05a83ca3bf10b01813b994679c0a79ce3b0af5b5,5d45acb0486c939e631b37e73515b3568f8ebfc01f32a4f7f513d2fc3d89a88c
song_ec1c2d3fd4c06c0fea1c3a1d740406646a373d75bee44b11bf307aaa335ccd8d,Love At 1st Sight,Mary J. Blige Featuring Method Man,2003-07-05,17650933,Love At 1St Sight (Featuring Method Man),Mary J. Blige,Love And Life,318.0,identity_high_confidence,text_usable_with_minor_noise,recoverable,Featured Method Man credit is moved into the track title. Retain both names in the explicit mapping; do not drop the guest.,[],"[""outer_whitespace""]",045f0c6f2a696fe225e06b1c9cfa7627b5d49df24999ec50202125f32e0b2927,25dff2be38673059fb1e81c517cb1a572a06552fda3b1e9d0dc8eb0fe79302d1
song_eee6105b0b625d5179a11641329c29787c6845bf57f4d6fe25f3f62c462e232f,Hot Dawgit,"Ramsey Lewis And Earth, Wind & Fire",1975-01-18,25311874,Hot Dawgit,Ramsey Lewis,Sun Goddess,183.600181,identity_ambiguous,text_usable_with_minor_noise,identity_ambiguous,"Ramsey Lewis/title agree but Earth, Wind & Fire participation is absent from cached credit evidence.",[],"[""outer_whitespace""]",2b45b565bb3bac577b317fdad8a6c582dfe4b096907077f8b00684fb5777b5e1,9a6b93dff2943e5f040bf585ec88af4683b749d7db32edbbac135cc0ebf9f801
song_f1028b14cfd168ca06a7442ba35dbe2a9c2a9474ace78cf9d42b41fa013eef71,The Trouble With Girls,Scotty McCreery,2011-09-24,8314235,The Trouble With Girls,Scotty McCreery,Clear As Day,230.0,identity_high_confidence,text_good,recoverable,Same substantive lyrics; expanded contractions and short function-word differences.,"[""multiple_transcriptions""]","[""outer_whitespace""]",be4002eb24d1271b901e93bf3d508fcf4fe454795f1a04231fc6e023f226618c,1f3ab1321ab1d5d820209d0f1190935ae425bfd3bb8a27993c006b7ce3fb65db
song_f1b1b9c3d6bcd8afaa65798c935ab2df3a72ec5dab43f56a1ce321a7c4f7c2ad,Take That,"Torrey Carter Featuring Missy ""Misdemeanor"" Elliott",2000-06-24,17425515,Take That,"DC Breaks, Magnetude","DCXV Remixes, Pt. 1",313.0,identity_wrong,text_good,wrong_identity,"All cached candidate credits refer to other performers or other titles; none supports the Billboard asset. Text quality describes the inspected available record, not its suitability for this asset.","[""version_label_present_in_candidates""]","[""outer_whitespace""]",a90becfb3da4524215875cf62bdd2d1b668b3aa4edfae5de8e0c850cc9bb2355,7eb3ce038632e10b870bc7e540f67d3a39ca5c0205f373b4ee8fdc984593ef58
song_f555fed17ea6a9414e9708b13f2f75287727b663a3de1a07561cb1bf05fc657e,An American Trilogy,Mickey Newbury,1971-11-06,10320212,An American Trilogy,Mickey Newbury,An American Trilogy,295.0,identity_high_confidence,text_good,recoverable,All three medley sections are present. Remove only the explicit title/artist/writer header; no lyric reconstruction.,"[""version_label_present_in_candidates""]","[""explicit_title_artist_writer_header""]",5e248b0e89484c75155166b8cd3d041ae49864d53f8684bdb0dac640b851547b,2e7ee9b5b5e42eef86b19d00127aab86a26dd9817c00212fdf84e3d66106e5d7
song_f9a9a6eaa2ffaa9fad9a111035049c3cfa552a71480a0ff0e358cc40cd4ee3f6,Gone Till November,Wyclef Jean,1998-02-07,33504604,Gone Till November,Wyclef Jean,Cool Grooves (Disc 1),200.0,identity_high_confidence,text_usable_with_minor_noise,recoverable,One localized encoding defect in 548 words is minor noise; leave it unchanged rather than guess a repair.,"[""localized_encoding_noise_retained""]","[""outer_whitespace""]",7e17b4e48b59f878c5115640e36791f16be2bbc04b4abe5bbfedd27498a570fa,4de93007d5a6e462c592af7a4114508bfd0ecc0d50842343b9daa5344ba7f384
song_faa0e48f9b6e0a4a092f2ce055e9c5d96d70c0abe941a888a98bd2ebfb4ad1f3,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,2018-11-03,34477745,Sunflower (Spider‐Man: Into the Spider‐Verse),Post Malone & Swae Lee,Sunflower (Spider‐Man: Into the Spider‐Verse),161.0,identity_high_confidence,text_good,recoverable,Same complete lyric text apart from vocalization spelling and a short pronoun difference.,"[""multiple_transcriptions""]","[""outer_whitespace""]",10c341e11df00184ee4f318ccace338723f02f53fd0349d36a9b8a39f1d60666,70f4f2fb53b3f87c3e036790beb550d6550e6bf51f6d0026d413b623f399497e
song_fb705084f1853c9fb6af93a149345854b667c7469517de51e46fe47a2eaa92ca,Radio Romance,Tiffany,1989-02-25,176700,Radio Romance,Tiffany,Hold An Old Friend's Hand,245.0,identity_high_confidence,text_good,recoverable,Same verses and artist; differences are primarily vocalizations and outro ordering.,"[""multiple_transcriptions""]","[""outer_whitespace""]",8f9e00a210397a54b4dd4da0dd8bfed578cdd59277420b9a96a5e1fb3a3a8b0c,1601c4682e460b0bbf2efd369642713b5fff55bf21c30c2383a12ff0d0835b52
song_fbadc227141affcd5207688f1b8ca6a7aa747c9b19bedfbbd890da7608a7ee6d,Settle For A Slowdown,Dierks Bentley,2006-04-01,9914,Settle For A Slowdown,Dierks Bentley,Modern Day Drifter,223.0,identity_high_confidence,text_good,recoverable,"Same verses, album and duration; contractions and word boundaries account for differences.","[""multiple_transcriptions"", ""version_label_present_in_candidates""]","[""outer_whitespace""]",c3622753e1cabb6e5fb99b77ec9d52d125ecbcc8160b60ff8fa40fc9a6eb14c0,54f51aaeaadb8501dc3c56885abf0228cf53b927f5f933c704f8483cd500a5fe
song_fe7b34a8a29216fc665ad74de49eec5cf1f55f340ce91ba390f4258243d50d7c,Beat This Summer,Brad Paisley,2013-03-23,3506922,Beat This Summer,Brad Paisley,Wheelhouse,281.0,identity_high_confidence,text_usable_with_minor_noise,recoverable,Album-associated complete text selected; competing text contains spelling/short-word differences. No rewriting.,"[""multiple_transcriptions""]","[""outer_whitespace""]",11d25acc08fdfacd585d63a6b23adcbb1f91d191a8ab6ac94aa02ab4d109c2f2,1c6700e8bbb898e074c582eb879137d1a87a0ccfdf64e424a3fc70ca45280101
song_fea09f4fea98fd5355d4c82d9c64e8aecaa8f08979fb415ac4a3d57eed765b38,New York,Ja Rule Featuring Fat Joe & Jadakiss,2004-11-20,9002484,"New York, New York [New York, New York]",Luciano Pavarotti,Pavarotti & Friends for War Child,234.0,identity_wrong,text_good,wrong_identity,"All cached candidate credits refer to other performers or other titles; none supports the Billboard asset. Text quality describes the inspected available record, not its suitability for this asset.",[],"[""outer_whitespace""]",dee4c4aa643f9b7ada2ab5f4d4e83831ee0a59706c3b4e38272d3bc6edb37944,414e5a17b03f3e24ce25bfe1b9b4db332bd934e9901d5e205660f94573bf2a26
