song_id,title,artist,expected,automatic,selected,reviewed_candidate,reason,false_accept
song_b39ab23fd69133368dc28e8bbe6a9f9928176fca0099b38c75027974e1c4a940,Whatever,Ideal Featuring Lil' Mo,accepted,accepted,1861749,1861749,Full title/credit agreement; no material text conflict or detected quality defect,False
song_b3deff4c1169e6b5049ef1f4df762177cb9b9ff32729ceebb65560860d24027b,A Natural Man,Lou Rawls,accepted,accepted,3165595,1342365,Full title/credit agreement; no material text conflict or detected quality defect,False
song_b4d338dbaef426dd18dd03767458b25827f57682f9d9b2150a869d67d0bcc52c,Do It Again (Put Ya Hands Up),Jay-Z Featuring Beanie Sigel & Amil,accepted,accepted,535714,535714,Full title/credit agreement; no material text conflict or detected quality defect,False
song_b8c4ba07fb63b920a657a4299a5ca350c177b7f15f43450618e96469a8c99c24,I'll Be Your Everything,Tommy Page,accepted,accepted,3169650,3169650,Full title/credit agreement; no material text conflict or detected quality defect,False
song_ba6ad444d74b513748ad80b3d8ecb34dba1a84cbe700d6553f8459ae9e47a705,White Houses,Eric Burdon & The Animals,accepted,accepted,1207154,1207154,Full title/credit agreement; no material text conflict or detected quality defect,False
song_bb71ed4989eea22cc55466734cc0a303360d327d30bbeda96081a21ea8ec3c0a,And I Love Him,Esther Phillips,accepted,accepted,1656425,1656425,Full title/credit agreement; no material text conflict or detected quality defect,False
song_bb85672d7344f93751fc8bef24f01a76e5fbff08265c66308dd8468c79ad4413,Up Around The Bend/Run Through The Jungle,Creedence Clearwater Revival,not_found,not_found,,,No LRCLIB candidates,False
song_bcbfa07af3567b1136f85e44ae137f9c02b4207a2dcf54e3d66eda712a4ca330,Use Your Heart,SWV,accepted,quarantined,,778008,Materially different plausible lyric texts,False
song_bf8b4aa80c5566c98719d110170f393ae236606c2611d2b21b45f5cd31b00f74,Family Man,Daryl Hall John Oates,accepted,quarantined,,33893555,No full compatible title and artist credit,False
song_c0a1bd03042d76857f5dba1a28043352cd648c745a86f5243c3aeed4255a4b9c,I Chose To Sing The Blues,Ray Charles & The Raelets,quarantined,quarantined,,1598870,No full compatible title and artist credit,False
song_c0dea8cfb6162ceeb77aaf197f7f4db2b922431d7d30dd766b7f26160f68beed,Killin' Time,Fred Knoblock & Susan Anton,wrong_identity,wrong_identity,,17670457,No full compatible title and artist credit,False
song_c41214401d95ebe1f0bcbcea358374682b98362dcbbc7e07eb46c8100439c632,Fame And Fortune,Elvis Presley With The Jordanaires,quarantined,quarantined,,33458398,No full compatible title and artist credit,False
song_c9e4dd9b0beeab63ce77e24a756d1688ff73f5ed4beabb93c850378ae3d763dd,Ace Of Spade,O.V. Wright,accepted,accepted,3165650,3165650,Full title/credit agreement; no material text conflict or detected quality defect,False
song_cbcf7e8b4aaed8323a4996949e27029a5d7a242d19c978707ed3078252f13550,Like A Child,Noel,accepted,quarantined,,16818639,Materially different plausible lyric texts,False
song_cbec98894dd92a075f7cd9b3c2691a64e310640c67b8cf506fc0083e700df9f1,Clara Bow,Taylor Swift,accepted,accepted,8799461,8799461,Full title/credit agreement; no material text conflict or detected quality defect,False
song_cc2084136dab17d71f2d4674b14521be6233fc1b3e40c3bcd7c580d2af549d67,Whatever You Want,Tony Toni Tone,accepted,quarantined,,9495633,Materially different plausible lyric texts,False
song_cc9111d251aa7834a6e92ee22efcaa064d26aaba29f5fdc72b77d1fa51599e62,I Only Want To Be With You,Dusty Springfield,accepted,accepted,34437927,34437927,Full title/credit agreement; no material text conflict or detected quality defect,False
song_cca8a466e0bd8d84b8dfcf6170154c13a09416cde91553f0c1c6768e816304d4,Wonderland,Commodores,bad_missing_text,quarantined,,18784406,Identity established; text or version requires review,False
song_ce228c19b5a43872f5bb27a302ebf318ba8f5d76d69d49c09dc1f700e6f90ae5,Blue Magic,JAY-Z,accepted,quarantined,,532533,Materially different plausible lyric texts,False
song_ce5a450387ee7b4b713fdfa721afd1606cdf2f6319dfb0ab1b1ddd066b618420,Starbright,Johnny Mathis,accepted,accepted,3211165,3211165,Full title/credit agreement; no material text conflict or detected quality defect,False
song_ce73248c606fb8952ee8de3b110b915fb31af3ecf6dcf16cc64c86b3e4dd3631,Do You Wanna Go Party,KC And The Sunshine Band,accepted,accepted,19081134,19081134,Full title/credit agreement; no material text conflict or detected quality defect,False
song_cf4a089cb726156335a0a1938059240ebbb2d245a3e568d0748469a79b8f616c,It Matters To Me,Faith Hill,accepted,quarantined,,7343,Materially different plausible lyric texts,False
song_cf589cc822c3fa12959e51d28f2594840790c6927a32be3959e491d563abe8d5,Kyrie,Mr. Mister,accepted,accepted,34465103,34465103,Full title/credit agreement; no material text conflict or detected quality defect,False
song_d419fc72028ea517cb23126dc6f3dd2adac793493f4dab61e3d7a32b3ab9790b,Hard To Handle,The Black Crowes,accepted,accepted,33476476,33476476,Full title/credit agreement; no material text conflict or detected quality defect,False
song_d4839d51fc713ec141422031d39fa6de9cfeb271fe83b63737157dbd5737f8ad,Contagious,The Isley Brothers Featuring Ronald Isley,accepted,quarantined,,17844277,No full compatible title and artist credit,False
song_d68501312e35cb327372a79d62dfde16f285eb7025508909b53f59bfef993d5c,Always,Erasure,accepted,accepted,33353875,33353875,Full title/credit agreement; no material text conflict or detected quality defect,False
song_d6a6043c059f6b94979fe8cb49837cce93d4ec4ab70f2f54775b465bac5be946,If It Wasn't For Bad Luck,Ray Charles & Jimmy Lewis,accepted,quarantined,,9361470,No full compatible title and artist credit,False
song_d8228d070b753b698d8ccedda58bb4b372024101c4971ea15b386146d2de6ed0,Lumberjack,"Tyler, The Creator",accepted,accepted,172655,172655,Full title/credit agreement; no material text conflict or detected quality defect,False
song_d8c9398249147acfbb469537c0e4a88e20bbf2fd658db613d622126325b23201,I Feel Fine,The Beatles,accepted,accepted,34462789,34462789,Full title/credit agreement; no material text conflict or detected quality defect,False
song_d92c03539e450a03b3a9eb1ff232dcc47d451ed2498faa25e75f78acef87bd6a,(You Don't Have To) Paint Me A Picture,Gary Lewis And The Playboys,accepted,accepted,17261995,17261995,Full title/credit agreement; no material text conflict or detected quality defect,False
song_dbd3f003b0e646093812761e7390532dceda3d4db3b34429783a46096c660a1a,Ajax Airlines,Hudson and Landry,not_found,not_found,,,No LRCLIB candidates,False
song_dede36d06c25af11d8cf2468d1e707584e5d9727fabe889b9caa3f1164e35a76,Don't Laugh At Me,Mark Wills,accepted,accepted,4786,4786,Full title/credit agreement; no material text conflict or detected quality defect,False
song_e04801e65ad0087b20af8e6dfbab974d99b2e91c101830036419dcfb4914452b,Say You'll Be Mine,Christopher Cross,accepted,quarantined,,5084871,Materially different plausible lyric texts,False
song_e052f11c66ef989e0fe44cb3eee59af7e090ae16d65bfbdab19dfc37195d2710,Wasn't That A Party,The Rovers,accepted,accepted,1745697,1745697,Full title/credit agreement; no material text conflict or detected quality defect,False
song_e0cd54245d8abe6abb3c259188a376da1f4840bf88066ca34f5ed0f60e4507e6,1+1,Beyonce,accepted,accepted,1951413,763843,Full title/credit agreement; no material text conflict or detected quality defect,False
song_e0d48ab4493ae9e441ce0c9cb193e2cf5d1a4050820ac122d3bed608520b9af3,Golden Years,David Bowie,accepted,accepted,33418700,33418700,Full title/credit agreement; no material text conflict or detected quality defect,False
song_e73680561f2535f968c50ef243309bebbcb9ec03dfc6babc52660614c7b10ec0,Don't You Want Me,Glee Cast,accepted,accepted,1682448,1682448,Full title/credit agreement; no material text conflict or detected quality defect,False
song_e738f2731d9d2524e169e35984da22ff6e5158b7c3e912833b6bb7860b08610e,Give Me All Your Luvin',Madonna Featuring Nicki Minaj & M.I.A.,accepted,accepted,33731049,33407283,Full title/credit agreement; no material text conflict or detected quality defect,False
song_e7cd7e2db754eecca756026502c9200ba596693f81bafe604305aa1223d84b72,"Swing, Swing",The All-American Rejects,accepted,accepted,18795870,18795870,Full title/credit agreement; no material text conflict or detected quality defect,False
song_e8cb456f9051210c4aacc11921e8a652e6793a9c2cfb17e11adf2cab7652c7cb,World Wide Suicide,Pearl Jam,accepted,accepted,33389138,33389138,Full title/credit agreement; no material text conflict or detected quality defect,False
song_e9560249bf43ed4f23d224beceb465bf0937f45f2908b46325260527fe3cf309,"The Riddler (From ""Batman Forever"")",Method Man,accepted,accepted,23683391,23683391,Full title/credit agreement; no material text conflict or detected quality defect,False
song_ea6188e67d450b6f17cd9d77f0ee55db372ee3bef9123e477e8b14f6a6b561bb,Songbird,Barbra Streisand,accepted,accepted,1183911,1183911,Full title/credit agreement; no material text conflict or detected quality defect,False
song_eaf3d643549b54b009c54c515fff59fd992a0c6be3e4fadfcea2325ad628f1fb,My Oh My,Camila Cabello Featuring DaBaby,accepted,accepted,11633339,11633339,Full title/credit agreement; no material text conflict or detected quality defect,False
song_ec1c2d3fd4c06c0fea1c3a1d740406646a373d75bee44b11bf307aaa335ccd8d,Love At 1st Sight,Mary J. Blige Featuring Method Man,accepted,accepted,15524828,17650933,Full title/credit agreement; no material text conflict or detected quality defect,False
song_eee6105b0b625d5179a11641329c29787c6845bf57f4d6fe25f3f62c462e232f,Hot Dawgit,"Ramsey Lewis And Earth, Wind & Fire",quarantined,quarantined,,25311874,No full compatible title and artist credit,False
song_f04050a380d1ccf90a7db080fe08bbcf533fbea66b7773a5b5b5f7ea013cae51,All That Glitters Isn't Gold,The Cover Girls,accepted,accepted,3167614,3167614,Full title/credit agreement; no material text conflict or detected quality defect,False
song_f0431814eda427a607dfa48c1b52505fb329f04b38dac439002cec56cff7a504,Round Here,Florida Georgia Line,accepted,accepted,9773,9773,Full title/credit agreement; no material text conflict or detected quality defect,False
song_f1028b14cfd168ca06a7442ba35dbe2a9c2a9474ace78cf9d42b41fa013eef71,The Trouble With Girls,Scotty McCreery,accepted,accepted,23279569,8314235,Full title/credit agreement; no material text conflict or detected quality defect,False
song_f1b1b9c3d6bcd8afaa65798c935ab2df3a72ec5dab43f56a1ce321a7c4f7c2ad,Take That,"Torrey Carter Featuring Missy ""Misdemeanor"" Elliott",wrong_identity,wrong_identity,,17425515,No full compatible title and artist credit,False
song_f54523118d791663fb5bdf8e2ac54284f2cef1a8e696e128c68d000f4516ff51,"Promises, Promises",Naked Eyes,accepted,accepted,33545813,33545813,Full title/credit agreement; no material text conflict or detected quality defect,False
song_f555fed17ea6a9414e9708b13f2f75287727b663a3de1a07561cb1bf05fc657e,An American Trilogy,Mickey Newbury,accepted,accepted,10320212,10320212,Full title/credit agreement; no material text conflict or detected quality defect,False
song_f574fe819bd9f0b0aef8dc9a7c9a685d965933ecbbc7840148bdc6e7ae7d8d5d,El Club,Bad Bunny,accepted,accepted,18879271,18879271,Full title/credit agreement; no material text conflict or detected quality defect,False
song_f69156e5aae2536390f31e1f9a09996bb0b4606251ca157216bc5a8e0de6ab82,Enjoy The Silence,Depeche Mode,accepted,accepted,36918879,36918879,Full title/credit agreement; no material text conflict or detected quality defect,False
song_f7517c306d714efc04df1acf8ad07fcafb07e3afe1886154f7eff44342063a96,You're Not Sorry,Taylor Swift,accepted,accepted,17882570,17882570,Full title/credit agreement; no material text conflict or detected quality defect,False
song_f806c15805103ef1509b24bcb010d97acbec1aa6365825d2d2766ab127c6fde4,One Heartbeat,Smokey Robinson,accepted,accepted,1279882,1279882,Full title/credit agreement; no material text conflict or detected quality defect,False
song_f9a9a6eaa2ffaa9fad9a111035049c3cfa552a71480a0ff0e358cc40cd4ee3f6,Gone Till November,Wyclef Jean,accepted,accepted,33504604,33504604,Full title/credit agreement; no material text conflict or detected quality defect,False
song_faa0e48f9b6e0a4a092f2ce055e9c5d96d70c0abe941a888a98bd2ebfb4ad1f3,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,accepted,accepted,35237919,34477745,Full title/credit agreement; no material text conflict or detected quality defect,False
song_fb705084f1853c9fb6af93a149345854b667c7469517de51e46fe47a2eaa92ca,Radio Romance,Tiffany,accepted,accepted,3172722,176700,Full title/credit agreement; no material text conflict or detected quality defect,False
song_fbadc227141affcd5207688f1b8ca6a7aa747c9b19bedfbbd890da7608a7ee6d,Settle For A Slowdown,Dierks Bentley,accepted,accepted,9914,9914,Full title/credit agreement; no material text conflict or detected quality defect,False
song_fbd595c0dd0eacbdecae9b7c1198fb01cffa8740410f46e6f19d515387f681aa,"Yes, And?",Ariana Grande,accepted,accepted,33822879,33822879,Full title/credit agreement; no material text conflict or detected quality defect,False
song_fd7f03e9474746c218d782d712b6ca8a66c693e40b1af5e2770ae1b449b3fcdf,Afterglow,Ed Sheeran,accepted,accepted,18501970,18501970,Full title/credit agreement; no material text conflict or detected quality defect,False
song_fd9cd967cd3c0978c7c7c63ffda35b62148639cf2f9bd3c28462268d018f97ec,Dark Horse,Katy Perry Featuring Juicy J,accepted,accepted,13530335,13530335,Full title/credit agreement; no material text conflict or detected quality defect,False
song_fe7b34a8a29216fc665ad74de49eec5cf1f55f340ce91ba390f4258243d50d7c,Beat This Summer,Brad Paisley,accepted,accepted,3506923,3506922,Full title/credit agreement; no material text conflict or detected quality defect,False
song_fea09f4fea98fd5355d4c82d9c64e8aecaa8f08979fb415ac4a3d57eed765b38,New York,Ja Rule Featuring Fat Joe & Jadakiss,wrong_identity,wrong_identity,,9002484,No full compatible title and artist credit,False
song_feeece510cb6229390a770070e8ee874e4d4e0efc70629c3f7215ba91f5233b6,It's Not Over ('til It's Over),Starship,accepted,accepted,17563665,17563665,Full title/credit agreement; no material text conflict or detected quality defect,False
song_fff19813f72ac131eb9f690eb7307dd1ccd9bc438cf3db077da6954343d275ff,I Got You,Split Enz,accepted,accepted,33361890,33361890,Full title/credit agreement; no material text conflict or detected quality defect,False
