song_id,title,artist,period,first_chart_date,best_chart_rank,months_selected,word_count,lyrics_sha256,sample_component,sampling_cell,sexual_content_score,violence_score,explicit_language_score,substance_use_score,CSI,app_CSI,MCR,token_count,truncated,inference_seconds,inference_version,model_commit,model_sha256,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,detoxify_token_count,detoxify_input_tokens,detoxify_truncated,review_selection,lyriclens_judgment,detoxify_judgment,review_focus,note,evidence_scope
song_16908002829a856192b2e3b24d6c58c39106117ffcc515d050022040305006b9,Overnight Celebrity,Twista,2000s,2004-03-27,6,6,866,fafec8a70cfa786877db3a346949df496f8c17f41958ede6fc08361d199966c5,stratified_core,rank0_length2,0.9967769980430603,0.9987896084785461,0.7278286218643188,0.19504083693027496,72.960901632905,61.169761419296265,M-AO,936,0,0.6353420000523329,lyriclens-evaluation-v1,71a40996c1021c62d12dc004cbafa3f1c5560162,d272696293bc75d5a82cca2e624800456f734f57382cd9472b5974993ef860cc,0.07499995827674866,0.00013404179480858147,0.03633233159780502,0.0021595931611955166,0.011492028832435608,0.00036510132486000657,0.00766639644280076,1189,512,True,violence_score exceeds threat,questionable,questionable,violence and language,"Inspected harm wording is figurative; retained text has no strong-profanity hits in the lexical audit. LyricLens violence near-one is suspect. Detoxify sees only a prefix, so low scores cannot certify the whole song.","targeted lyric context and full-text lexical audit; provisional, not exhaustive semantic annotation"
song_30ef708150de2342873ae91612db8d453d9c140ebfc4c161dee823d8c97e9a0c,Be With You,Enrique Iglesias,2000s,2000-04-01,1,5,283,34ff920f2147b0cf4424547793975c9407a504860fe5f5ec7023ce38104700e2,stratified_core,rank0_length0,0.183668851852417,0.009147497825324535,0.002153830137103796,0.0012620497727766633,4.90580573969055,0.0,M-E,336,0,0.6205820420291275,lyriclens-evaluation-v1,71a40996c1021c62d12dc004cbafa3f1c5560162,d272696293bc75d5a82cca2e624800456f734f57382cd9472b5974993ef860cc,0.15045621991157532,0.00014463409024756402,0.03236314281821251,0.0011163762537762523,0.007348428014665842,0.002137288684025407,0.00682872673496604,381,381,False,period toxicity midpoint,plausible,plausible,sexual content and threat,Touch and emotional dependence are not necessarily explicit sex or literal threat; low overlapping scores are plausible.,"targeted lyric context and full-text lexical audit; provisional, not exhaustive semantic annotation"
song_61a93b5d45b99392acf44f79106a72ee8e87dee118e990895eafdece3a01ebe9,Have A Nice Day,Bon Jovi,2000s,2005-10-08,53,2,341,841d6e6573a1a43336eb7a878f38ebab26e0355d8f61217640e49264b396f608,stratified_core,rank1_length1,0.0008586191106587648,0.24027776718139648,0.1648620218038559,0.006335132289677858,10.308338509639725,0.0,M-E,369,0,0.6094899580348283,lyriclens-evaluation-v1,71a40996c1021c62d12dc004cbafa3f1c5560162,d272696293bc75d5a82cca2e624800456f734f57382cd9472b5974993ef860cc,0.03003692254424095,0.00018426850147079676,0.002756021684035659,0.020010102540254593,0.0033828248269855976,0.0004865674127358943,0.0006548863020725548,450,450,False,sexual_explicit exceeds sexual_content_score,questionable,plausible,violence and language,Defiant rhetoric is not equivalent violence; Detoxify remains low while LyricLens gives intermediate violence/language.,prior full-lyric read-through notes plus current scores/context diagnostics
song_84fb3306a13f9324e94484bea63edeaa1e6248de1587badbb758a41c3fef27e6,Because I Got High,Afroman,2000s,2001-08-18,13,3,614,b99fd7c8fdcdae963fd4b72ddb7490964f4eb965f023fd71acf91aa3319ed5bc,expected_content,sentinel,0.9930768013000488,0.47581905126571655,0.9973924160003662,0.9981903433799744,86.61196529865265,74.43297803401947,M-AO,680,0,0.6531420829705894,lyriclens-evaluation-v1,71a40996c1021c62d12dc004cbafa3f1c5560162,d272696293bc75d5a82cca2e624800456f734f57382cd9472b5974993ef860cc,0.26388439536094666,0.001620826660655439,0.27481725811958313,0.0029999641701579094,0.011714547872543335,0.0006474945112131536,0.13648617267608643,899,512,True,expected_content,plausible,questionable,"language, sexual content and truncation","Full-text prior review supports profanity, sex and substance. Detoxify sees only the prefix: obscene rises from .275 to .800 on the tail. The original output misses later material.",prior full-lyric read-through notes plus current scores/context diagnostics
song_aa13e5b19bab07dc2e5fc83d007dd90e21decb27057023685ff0ca1d8ba13b42,Smack That,Akon Featuring Eminem,2000s,2006-10-07,2,7,580,195bce8d27cd3879dab10ac995d29211d2cf82eb561e1128eda0f59f59d58dfd,expected_content,sentinel,0.9943236112594604,0.9966617822647095,0.9846767783164978,0.9934816360473633,99.22859519720078,98.45719039440155,M-AO,617,0,0.6211606659926474,lyriclens-evaluation-v1,71a40996c1021c62d12dc004cbafa3f1c5560162,d272696293bc75d5a82cca2e624800456f734f57382cd9472b5974993ef860cc,0.17303524911403656,0.00028490094700828195,0.04118424654006958,0.0030196430161595345,0.011601057834923267,0.006767494138330221,0.009796292521059513,861,512,True,expected_content,questionable,questionable,"sexual content, violence and text quality",Prior review flagged clean-looking/noisy transcription. LyricLens high scores across all categories are unsupported as severity; Detoxify low sexual_explicit also misses the sexual theme. Source/version uncertainty affects both.,prior full-lyric read-through notes plus current scores/context diagnostics
song_e8f0cbf6b127bb0d2d327524f99a3faffc1aa86c24cd4d6f2f351910f8dba31c,Survivor,Destiny's Child,2000s,2001-03-17,2,5,670,560c15b6492a2caa65bce128162ae1d84b3708a741c134d4fea58a02148804db,stratified_core,rank0_length2,0.004007620271295309,0.007841852493584156,0.4172559082508087,0.0029010551515966654,10.800160904182121,0.0,M-E,802,0,0.6586345839314163,lyriclens-evaluation-v1,71a40996c1021c62d12dc004cbafa3f1c5560162,d272696293bc75d5a82cca2e624800456f734f57382cd9472b5974993ef860cc,0.370415598154068,0.00047418149188160896,0.13053640723228455,0.0012155662989243865,0.014341996982693672,0.011346453800797462,0.004737373907119036,1191,512,True,sexual_explicit exceeds sexual_content_score,questionable,questionable,language and negation,Resilience and negated hostile actions can trigger toxicity. No strong-profanity hits in the audit; moderate language/obscene scores need caution. Tail and unique-line probes fall substantially.,"targeted lyric context and full-text lexical audit; provisional, not exhaustive semantic annotation"
song_f4185aea5cd17f1abea03ccb1fa6b853bc8cc48352e792e4aa84bd5673669c5e,The Itch,Vitamin C,2000s,2000-12-02,45,2,383,dbea5d09d748938f278db5d33e8815a1576118865cde1b4ff2471938e85e6bab,stratified_core,rank1_length1,0.8129401206970215,0.0029211086221039295,0.008372856304049492,0.0010773357935249805,20.632785535417497,15.647006034851074,M-T,417,0,0.6222252501174808,lyriclens-evaluation-v1,71a40996c1021c62d12dc004cbafa3f1c5560162,d272696293bc75d5a82cca2e624800456f734f57382cd9472b5974993ef860cc,0.591372013092041,0.002125105820596218,0.3553180992603302,0.0022810185328125954,0.02031397819519043,0.001202213577926159,0.12125533819198608,721,512,True,obscene exceeds explicit_language_score,questionable,questionable,sexual content and obscene,"Inspected wording negates hurting someone; ambiguity/innuendo may be sexual, but moderate Detoxify obscene without strong-profanity hits and high LyricLens sexuality are not established explicit severity.","targeted lyric context and full-text lexical audit; provisional, not exhaustive semantic annotation"
song_11fde80db739a6f64d0a9d9b691cf7b6526c1ba2e830f676d5e4a336c17c9df8,How Country Feels,Randy Houser,2010–2019,2012-10-20,42,4,268,b64e0458bcdb43dd03961b4227afe5e5b6b77ffe3258c294aac2450c685a7536,stratified_core,rank1_length0,0.9958606362342834,0.0031637498177587986,0.06299184262752533,0.009899474680423737,26.797892583999783,24.793031811714172,M-AO,278,0,0.6137826670892537,lyriclens-evaluation-v1,71a40996c1021c62d12dc004cbafa3f1c5560162,d272696293bc75d5a82cca2e624800456f734f57382cd9472b5974993ef860cc,0.6942803263664246,0.0008735090959817171,0.0250992551445961,0.01623241975903511,0.03974463790655136,0.38061538338661194,0.005269663408398628,351,351,False,threat exceeds violence_score,questionable,clearly_wrong,sexual content and threat,Country courtship is not a literal threat. Detoxify threat .381/toxicity .694 is a clear mismatch for harmful content. LyricLens near-one sexuality also overstates the suggestiveness as severity.,"targeted lyric context and full-text lexical audit; provisional, not exhaustive semantic annotation"
song_214d22efee01afd6925d10528d80a2c2f994a8fd4a37f100a0179fea51af725e,I Have Nothing,Tessanne Chin,2010–2019,2014-01-04,51,1,296,6efaf81e628b8e5d134c8cfb974761c5c0ba0e2566de0327a6031420ea69d2e4,stratified_core,rank1_length0,0.23731766641139984,0.007185577880591154,0.0041815172880887985,0.0007306088809855282,6.235384261526633,0.0,M-E,337,0,0.6205534168984741,lyriclens-evaluation-v1,71a40996c1021c62d12dc004cbafa3f1c5560162,d272696293bc75d5a82cca2e624800456f734f57382cd9472b5974993ef860cc,0.11381089687347412,6.523312913486734e-05,0.018954481929540634,0.0007124479743652046,0.009901073761284351,0.0012970039388164878,0.001427374198101461,406,406,False,period toxicity midpoint,plausible,plausible,violence and threat,Emotional hurt in romantic context; neither model makes a strong violence/threat claim.,"targeted lyric context and full-text lexical audit; provisional, not exhaustive semantic annotation"
song_5194b6c0df56b87df950120af2c8399eb039c29f29878b87ff284b768eb9ab5a,I Don't Like,Chief Keef Featuring Lil Reese,2010–2019,2012-09-08,73,1,624,ece1ae6838ba480755c42cc28fb4a9ca48668ba66a2773d8b60fd099e4b0dfd7,stratified_core,rank1_length2,0.9864891171455383,0.9971914887428284,0.9961661100387573,0.993885338306427,99.34330135583878,98.68660271167755,M-AO,768,0,0.6435029581189156,lyriclens-evaluation-v1,71a40996c1021c62d12dc004cbafa3f1c5560162,d272696293bc75d5a82cca2e624800456f734f57382cd9472b5974993ef860cc,0.9951336979866028,0.4818353056907654,0.9837020635604858,0.6620990037918091,0.8659922480583191,0.014088700525462627,0.24546998739242554,1067,512,True,toxicity maximum; severe_toxicity maximum; obscene maximum; identity_attack maximum,plausible,questionable,"language, identity attack and threat",Dense profanity and antagonism support both language outputs. Detoxify identity_attack may conflate repeated slurs/in-group address with targeted hate; low threat should not replace a violence measure.,"targeted lyric context and full-text lexical audit; provisional, not exhaustive semantic annotation"
song_69823ed1beab1c15adab303458294de6aa805b844e4d9bc1cb759b53d8e1d0b8,Murder On My Mind,YNW Melly,2010–2019,2019-02-02,14,5,635,d7a7f03575fafd2da31ec8415232bc7aecc50e5bca0bb24bb71a59b509a56df9,expected_content,sentinel,0.9946803450584412,0.9969305396080017,0.9922268390655518,0.9907199144363403,99.36394095420837,98.72788190841675,M-AO,675,0,0.6223583330865949,lyriclens-evaluation-v1,71a40996c1021c62d12dc004cbafa3f1c5560162,d272696293bc75d5a82cca2e624800456f734f57382cd9472b5974993ef860cc,0.9501702785491943,0.04890337958931923,0.865727424621582,0.21462035179138184,0.3307372033596039,0.022449109703302383,0.3200988173484802,931,512,True,expected_content,plausible,questionable,violence versus threat,"Explicit homicidal storytelling supports LyricLens violence. Detoxify threat .022 (tail .043) is not a useful violence proxy, even though it detects obscenity. Narrative is not necessarily a directed comment threat.",prior full-lyric read-through notes plus current scores/context diagnostics
song_8e7a07712e424d6dc71b31f594afafc6604cf5d4f09fcf81c91908a2c45b979d,Anaconda,Nicki Minaj,2010–2019,2014-08-23,2,6,600,d868c469225d1d282edddf3eba7ad0ef912497c27c0eeaf3afd93fd024db6f29,expected_content,sentinel,0.9913773536682129,0.995987594127655,0.9940896034240723,0.9958053827285767,99.43149834871292,98.86299669742584,M-AO,700,0,0.6285452090669423,lyriclens-evaluation-v1,71a40996c1021c62d12dc004cbafa3f1c5560162,d272696293bc75d5a82cca2e624800456f734f57382cd9472b5974993ef860cc,0.9814580082893372,0.08862017095088959,0.9340618848800659,0.08296345174312592,0.6099783778190613,0.006699968129396439,0.5521518588066101,926,512,True,expected_content,plausible,plausible,language and sexual content,Both detect explicit sexual/profane material. Detoxify sexual_explicit .552 differs from LyricLens near-one; neither number establishes severity.,prior full-lyric read-through notes plus current scores/context diagnostics
song_a7464a3d004fed14e1824802fca94ffd5af3ac71e2e2e34435fccd0ff534a2ed,Happy,Pharrell Williams,2010–2019,2014-01-18,1,12,357,333f8ef4afb37bd3c5cb5974052eaed1c4fd01b1bc710a4cec7e792ea7b9e670,expected_mild,sentinel,0.009669705294072628,0.002186145167797804,0.07461319118738174,0.002524430165067315,2.2248367953579873,0.0,M-E,408,0,0.6101604579016566,lyriclens-evaluation-v1,71a40996c1021c62d12dc004cbafa3f1c5560162,d272696293bc75d5a82cca2e624800456f734f57382cd9472b5974993ef860cc,0.06502099335193634,8.627458737464622e-05,0.016764521598815918,0.0007133999024517834,0.003949030768126249,0.0007668421603739262,0.003959087189286947,504,504,False,expected_mild,plausible,plausible,low-content agreement,Positive content; both are low in overlapping categories.,prior full-lyric read-through notes plus current scores/context diagnostics
song_dcd6fc07dd41fb2112e83cc37ad3cb0288359e4b90661faeb2891c6a2a7f5e89,The Hills,The Weeknd,2010–2019,2015-06-13,1,11,434,071ad23f2d71e54d71ca4d8e83294665e3646c7b87a3eb08094cefa19801d87e,expected_content,sentinel,0.9916415214538574,0.014510498382151127,0.9964240193367004,0.9917789101600647,74.85887373331934,73.99222254753113,M-AO,473,0,0.6122157499194145,lyriclens-evaluation-v1,71a40996c1021c62d12dc004cbafa3f1c5560162,d272696293bc75d5a82cca2e624800456f734f57382cd9472b5974993ef860cc,0.9276880621910095,0.03360125795006752,0.9023308157920837,0.021695738658308983,0.2608390152454376,0.002801951253786683,0.4206104576587677,597,512,True,expected_content,plausible,plausible,language and sexual content,Direct profanity and sexual references support both category responses. Detoxify has no substance-use score.,prior full-lyric read-through notes plus current scores/context diagnostics
song_57b6fb5de42d0b76a982ad6d6b780aa368d65adfecd872c1522c7c3660a04cb4,Eternity,Alex Warren,2020–2026,2025-08-02,16,4,287,2a1cbd8ba1febade322795616e7c03696b175c24cbbc68aa00cceea3136f42d5,stratified_core,rank0_length0,0.004871276207268238,0.035305045545101166,0.9972392320632935,0.055911194533109665,27.333168708719313,24.861961603164673,M-AO,319,0,0.6190343329217285,lyriclens-evaluation-v1,71a40996c1021c62d12dc004cbafa3f1c5560162,d272696293bc75d5a82cca2e624800456f734f57382cd9472b5974993ef860cc,0.02503482811152935,2.9362343411776237e-05,0.004872734658420086,0.0005784006207250059,0.002458204748108983,0.00031652924371883273,0.00042230813414789736,415,415,False,explicit_language_score exceeds obscene; explicit_language_score exceeds toxicity,questionable,plausible,language,The lexical audit finds mild language but no strong profanity. LyricLens language .997 should not be interpreted as extreme severity; Detoxify low obscene is more plausible for strong obscenity.,"targeted lyric context and full-text lexical audit; provisional, not exhaustive semantic annotation"
song_97dde8742e0cc2461773a6d71873bf7831160cc7b3b82fcb096f1022b4c12759,WAP,Cardi B Featuring Megan Thee Stallion,2020–2026,2020-08-22,1,6,717,8f514804229065aae1fa66939d3392c7acde845e3368bbd98d62e5186f81c364,expected_content,sentinel,0.9981549382209778,0.8777651190757751,0.9968451261520386,0.9943211078643799,96.67715728282928,93.35431456565857,M-AO,771,0,0.6424522078596056,lyriclens-evaluation-v1,71a40996c1021c62d12dc004cbafa3f1c5560162,d272696293bc75d5a82cca2e624800456f734f57382cd9472b5974993ef860cc,0.9939181804656982,0.2790602743625641,0.98148512840271,0.16498813033103943,0.78460693359375,0.003898868802934885,0.8289092183113098,1079,512,True,expected_content,plausible,plausible,language and sexual content,"Both detect explicit sexual/profane material. Very high toxicity remains a comment-trained response, not validated harm severity.",prior full-lyric read-through notes plus current scores/context diagnostics
song_a2a8832b12a9464aa23538c26dd64ffc912252f6a19c73d3b5c0ec754be945a7,Plastic Off The Sofa,Beyonce,2020–2026,2022-08-13,41,1,378,ccdf459101c5691850a6dbc7047f03378b9e1900f5fd44a3ccb735efafcd9b8b,stratified_core,rank1_length1,0.9988585710525513,0.22349512577056885,0.026523666456341743,0.006672978866845369,31.38875855365768,24.942928552627563,M-AO,404,0,0.6231913329102099,lyriclens-evaluation-v1,71a40996c1021c62d12dc004cbafa3f1c5560162,d272696293bc75d5a82cca2e624800456f734f57382cd9472b5974993ef860cc,0.017297031357884407,4.673554940382019e-05,0.0036777122877538204,0.0007790015079081059,0.002701899502426386,0.00034550082636997104,0.0011669613886624575,558,512,True,sexual_content_score exceeds sexual_explicit,questionable,plausible,sexual content,"Inspected intimacy/kissing supports romance, not a near-certain explicitness interpretation. Detoxify low sexual_explicit is plausible, but input is truncated.","targeted lyric context and full-text lexical audit; provisional, not exhaustive semantic annotation"
song_cba5c90b4d96ba8398dbcda9b64df8f65f27556d422548e4fd0f85d665ffee84,Vigilante Shit,Taylor Swift,2020–2026,2022-11-05,10,1,261,0f0c5d0e94f85af902c8bf5673de845e78be61fd175ba2a81356375dccfa9d9f,stratified_core,rank0_length0,0.02582051046192646,0.9991186261177063,0.5299037098884583,0.004516138229519129,38.98397461744025,26.451116800308228,M-AO,283,0,0.6111307500395924,lyriclens-evaluation-v1,71a40996c1021c62d12dc004cbafa3f1c5560162,d272696293bc75d5a82cca2e624800456f734f57382cd9472b5974993ef860cc,0.05725182592868805,0.00017701498290989548,0.0018998862942680717,0.019708415493369102,0.007303956430405378,0.00276608276180923,0.011010621674358845,350,350,False,violence_score exceeds severe_toxicity,questionable,questionable,"violence, language and clean version","The retained text has no strong-profanity hits despite the title; opening harm wording is metaphorical. Near-one LyricLens violence is suspect, while low Detoxify reflects the retained clean-looking text, not necessarily other versions.","targeted lyric context and full-text lexical audit; provisional, not exhaustive semantic annotation"
song_d92c9c969ef6faa0d0b2115b652c61268381ee491bc4f03c32990feb5a3c9e45,Paint The Town Red,Doja Cat,2020–2026,2023-08-19,1,9,742,0287681f86be33f9e0b2ee88743f318aa6c1d0b46b0028607e852811d6fe1aca,stratified_core,rank0_length2,0.9780967831611633,0.9988524913787842,0.9964749217033386,0.9698686003684998,98.58231991529465,97.1646398305893,M-AO,797,0,0.6471859170123935,lyriclens-evaluation-v1,71a40996c1021c62d12dc004cbafa3f1c5560162,d272696293bc75d5a82cca2e624800456f734f57382cd9472b5974993ef860cc,0.9524685740470886,0.015514387749135494,0.9077352285385132,0.010568767786026001,0.5214782357215881,0.0007734674727544188,0.04066914692521095,1069,512,True,violence_score exceeds threat,questionable,plausible,language and violence,Both detect profanity. LyricLens violence near-one needs contextual review; the targeted scan does not establish literal harm. Detoxify low threat is not a contradiction to profane/bragging content.,"targeted lyric context and full-text lexical audit; provisional, not exhaustive semantic annotation"
song_f1d664029f6e73d8332f2a5ef74f4733ea56bbd946340d01b4c5169b617c7d8f,Rosones,Tito Double P,2020–2026,2024-12-21,76,1,223,707a7a4c8a8e2384fa24660f0cd87e8469667ce63eabf893bcbc4d64ce4d749e,stratified_core,rank1_length0,0.27743494510650635,0.0006119293393567204,0.049673501402139664,0.8659783005714417,29.84246691048611,18.298915028572083,M-R,379,0,0.6146707918960601,lyriclens-evaluation-v1,71a40996c1021c62d12dc004cbafa3f1c5560162,d272696293bc75d5a82cca2e624800456f734f57382cd9472b5974993ef860cc,0.0162517037242651,7.621977420058101e-05,0.005326166749000549,0.0014782638754695654,0.0009620567434467375,0.0001217945828102529,0.0009963765041902661,467,467,False,Spanish language diagnostic,clearly_wrong,clearly_wrong,Spanish sexual/profane content,Prior Spanish-text review found direct sexual/profane material. Both English pipelines miss substantial content; Detoxify obscene .005/sexual_explicit .001 cannot establish absence.,prior full-lyric read-through notes plus current scores/context diagnostics
song_fcece81d4ce48c45670077783d519702d20ce3c27d5489f2eeba0f033d95faaa,Be Her,Ella Langley,2020–2026,2026-02-28,2,8,355,8e792ed3bce275dbab493c3f5a3a8a9bc8417189c688fe977f1ac13ad64ec811,stratified_core,rank0_length1,0.6913816332817078,0.0031369926873594522,0.057397957891225815,0.9985557198524475,43.76180759281851,34.496867656707764,M-AO,417,0,0.6239071669988334,lyriclens-evaluation-v1,71a40996c1021c62d12dc004cbafa3f1c5560162,d272696293bc75d5a82cca2e624800456f734f57382cd9472b5974993ef860cc,0.2509694993495941,0.0007987086428329349,0.04069019854068756,0.01042861770838499,0.01537422463297844,0.005314024630934,0.031123105436563492,475,475,False,period toxicity midpoint,questionable,plausible,substance and figurative harm,"Wine and repeated emotional-hurt language are present. LyricLens substance near-one indicates possible presence, not severity; low Detoxify threat is consistent with figurative harm.","targeted lyric context and full-text lexical audit; provisional, not exhaustive semantic annotation"
