song_id,title,artist,period,primary_genre,confidence,reason,identity_primary,review,identity_review,review_note,review_source
song_943dd3a9ff7589bea515bb45f8529f89af88cb170214a4e9993f79361287aeb5,Why Don't We Just Dance,Josh Turner,2000s,Country,high,"Recording evidence directly lists contemporary country and country, matching the identifiable Josh Turner single's mainstream country style.",Country,,,,
song_9f0205ec029e0b6f593d60d7cf67ec76b7ec4577727891ba8980944096dd0b93,Billy's Got His Beer Goggles On,Neal McCoy,2000s,Country,medium,"No tags are supplied, but the identifiable Neal McCoy single is known as a country novelty hit; confidence is reduced because support is from learned identity only.",Country,,,,
song_a641c3af2dfc107e7dc72b0ecf027e41b6fd4935571cb19f81e547926e6689ae,Looking For You,Kirk Franklin,2000s,Gospel / Christian,high,"Recording tags repeatedly support gospel, contemporary gospel and black gospel, with R&B/urban evidence indicating a secondary contemporary R&B influence.",,,,,
song_d24f6fd8895421cd9acf561e8f8930a76b1cf98a7c08be860ff51ab33f11f6a2,Don't Know Why,Norah Jones,2000s,Jazz / Blues,high,"Recording evidence most strongly supports jazz, contemporary jazz, vocal jazz and blues; pop and folk/country tags reflect crossover accessibility but not the core style.",,,,,
song_d4e4a0acacdcfc34a43edd550ec19e062400394273001c5955a96c90b2295553,Crazy In Love,Beyonce Featuring Jay Z,2000s,R&B / Soul,high,"Identifiable Beyoncé hit; recording tags strongly support contemporary R&B with hip-hop/pop crossover, matching its known R&B-pop style and Jay-Z rap feature.",,,,,
song_daabc3fcc80e89d1e71b47d97bb6b8d2999cdff7cc3bf60b12cf8062c9d77f88,Hips Don't Lie,Shakira Featuring Wyclef Jean,2000s,Latin,high,"Identifiable Shakira and Wyclef Jean single known for Latin pop/reggaeton-influenced dance style; no tags were supplied, so this relies on song knowledge.",,,,,
song_fa039d082737c37a4943e6e42a47f1e042d19155cb2ceb3529b393f70a8ec415,About Us,Brooke Hogan Featuring Paul Wall,2000s,Pop,medium,"Identifiable Brooke Hogan and Paul Wall single is a mid-2000s pop/R&B crossover; no tags were supplied, so the choice relies on song knowledge with some uncertainty.",Pop,,,,
song_129b7fae7d8441b9a86fc7dd311fc4771fdfba128e62668976c5c3d9f984bf50,Gangnam Style,PSY,2010–2019,K-Pop,high,"Identifiable PSY global hit is from the K-pop scene with prominent dance-pop/electronic style; no tags were supplied, so this uses well-known song identity.",K-Pop,,,,
song_281bf843e63cfc26de275096d493c66105a4aa81844dc618ba901b09393cbe8f,Redbone,Childish Gambino,2010–2019,R&B / Soul,medium,"Identifiable Childish Gambino track is widely known as funk/soul/R&B; supplied tags instead emphasize house and hip-hop, creating some conflict.",,,,,
song_35edd26ad9553a5289526ef08f23c589a04df3bd4b2f092ac01ec46d576f7def,Hangover,PSY Featuring Snoop Dogg,2010–2019,Electronic / Dance,medium,"Recording tags point to electro, house and hip-house; the identifiable PSY/Snoop Dogg track is dance-oriented with rap elements.",K-Pop,,,,
song_38ad35dbd6683e41f1dc64d45b224b8f232e01c8d1674aa7dfb650bfd6feaaf2,Senorita,Shawn Mendes & Camila Cabello,2010–2019,Pop,high,"No tags were supplied, but the identifiable Mendes/Cabello hit is a mainstream Latin-pop duet rather than primarily a Latin-genre recording.",Pop,,,,
song_3d3cefb9c6aa19ee0152805743b64569a0f4480e16596ecf31e018332bc6aeba,Geronimo,Sheppard,2010–2019,Alternative / Indie,high,"Recording tags emphasize indie pop alongside pop and pop rock, fitting the identifiable Sheppard song's bright indie-pop style.",Alternative / Indie,,,,
song_40d619f96504faf89aa2f8f5c8bf78a6e6edc07db041ec3bedf1b2d50ca4e8c9,Blinding Lights,The Weeknd,2010–2019,Pop,high,"Tags include strong synth-pop/electronic support, and the identifiable Weeknd recording is widely known as synth-pop/new wave-influenced pop.",,,,,
song_43cbbe25d01436f24fa263dfde7adfd25ac01df38bb9626312dc241b8daa4857,Shake It Off,Taylor Swift,2010–2019,Pop,high,"Recording tags most strongly support pop and dance-pop, and the identifiable track marks Taylor Swift's mainstream pop direction despite some country-context tags.",Pop,,,,
song_4b7c580974959a23da3280d85175cf219b9e7a2fb47a5170194c04b30f5153e8,Lean On,Major Lazer & DJ Snake Featuring MO,2010–2019,Electronic / Dance,high,"No supplied tags, but the identifiable Major Lazer and DJ Snake recording is widely known as an EDM/dance-pop track with dancehall-influenced production.",Electronic / Dance,,,,
song_6595ebab0344ee24bb1690547db9e2e8e237034e13bebca379677511ee60217f,Drink A Beer,Luke Bryan,2010–2019,Country,high,"Recording-level evidence directly and repeatedly identifies contemporary country and country, matching the known Luke Bryan song style.",Country,,,,
song_695e422dbade3ba08674fe80528f816e49d4db0c0462ec073a9b0b8608aa9708,I Need Your Love,Calvin Harris Featuring Ellie Goulding,2010–2019,Electronic / Dance,high,"Recording tags heavily support EDM, electro house, progressive house, dance-pop and electronic production, with pop vocals as a crossover element.",Electronic / Dance,,,,
song_69823ed1beab1c15adab303458294de6aa805b844e4d9bc1cb759b53d8e1d0b8,Murder On My Mind,YNW Melly,2010–2019,Hip-Hop / Rap,high,"The lone supplied pop tag is weak, but the identifiable YNW Melly recording is a rap track, making Hip-Hop / Rap the defensible primary genre.",Hip-Hop / Rap,,,,
song_8dcf9229ba601d5dfc631d938739f35b4c55d54f42babf5a5e9219d96a98bb2a,I Like It,"Cardi B, Bad Bunny & J Balvin",2010–2019,Latin,high,"Identifiable song has strong Latin trap/reggaeton scene evidence from artist tags and hip-hop recording tags, so Latin is primary with rap crossover.",,,,,
song_a46ccdc0a74a08b1c2085817b9f803de01ba0c8b8ffdd24d1085ebe681e3bf43,You Say,Lauren Daigle,2010–2019,Gospel / Christian,high,"Identifiable Lauren Daigle song from contemporary Christian pop; no tags are supplied, so the classification comes from known song context and style.",,,,,
song_b368dcca49e573d3263eff812c0545caeaf18a85810fd9d49bda1b38d429e3c8,We Found Love,Rihanna Featuring Calvin Harris,2010–2019,Electronic / Dance,high,"Recording tags strongly support dance-pop, electronic, electro house, EDM, and house; identifiable song is an electronic dance-pop crossover.",,,,,
song_bc1676afe5cb4a4d64dbc784d23053c57d5bdcda1265d545574404fea263f627,One Dance,Drake Featuring WizKid & Kyla,2010–2019,Pop,high,"Identifiable Drake hit blending pop, dancehall, afrobeats, R&B, and rap; supplied tags show pop rap and contemporary R&B alongside dancehall and afrobeats.",,,,,
song_bded4c90718f9ec35824c0d6db43e68e1886357579a53851ed80f4c4df644c4f,Get Lucky,Daft Punk Featuring Pharrell Williams,2010–2019,Electronic / Dance,high,"Recording tags emphasize electronic, disco, French house, house, and dance music; identifiable Daft Punk track is a disco-funk electronic dance crossover.",,,,,
song_e4d2a835b54f92d8f7e1ce6ccec9bfad08ca4df59dc052fc94a65e5461e099a3,She's Got A Way With Words,Blake Shelton,2010–2019,Country,high,"Recording-level country tag directly supports the classification, consistent with the identifiable Blake Shelton single.",Country,,,,
song_ecb2eaba04133bd3bf991f0546cd24c82bf76d8c0477040fa17420eab4f91396,Here With Me,Marshmello Featuring CHVRCHES,2010–2019,Electronic / Dance,high,"Recording tags point to dance-pop, electropop, and synth-pop, and Marshmello's identifiable production makes electronic pop the clearest broad style.",,,,,
song_fc245e54afcc2a2725b53d7ab475b9b5009d8df3b072a0879c4cbd0c34bcaa84,Meant To Be,Bebe Rexha & Florida Georgia Line,2010–2019,Country,high,"Identifiable as a country-pop crossover by Bebe Rexha and Florida Georgia Line, with country instrumentation and scene presence central despite no supplied tags.",Country,,,,
song_06018125bb187ee03e5005d52d433305c7ca3abbd08c919f84355f8c4a8e5eb4,Iloveitiloveitiloveit,Bella Kay,2020–2026,Pop,low,"Only a generic recording-level pop tag is musically useful, while the song identity is unfamiliar and other tags are non-genre metadata.",,,,,
song_09acaf36a0701d6da9fd5c343232f2bea10749bd7f69bad7257803ffc4c91d90,Eyes Are Closed,Morgan Wallen,2020–2026,Country,medium,"Recording-level country tags and Morgan Wallen artist context support country, though the specific future-dated song has limited identifiable musical evidence here.",Country,,,,
song_0df51cb7ce0b42b34fada05559e56daea8ca38c0aa2e2c5889881d1c1887f1d4,Bang!,AJR,2020–2026,Pop,high,"Identifiable AJR hit; the supplied recording tag says electronic, but the song is best known as quirky electropop/pop rather than dance-focused electronic.",Pop,,,,
song_13eb0e9ddf7ddd4df000e37b6f413d19952cf52f83bbce21caab7ad163ac6341,Calm Down,Rema & Selena Gomez,2020–2026,Afrobeats / African Pop,high,"Identifiable remix of Rema's Afrobeats/Afropop song, with supplied recording tags for African and pop supporting the crossover style.",,,,,
song_2582bf1b159682a63c32b25e9c45a1908036654ff50eae584eeffe3d2c7603ea,Good 4 U,Olivia Rodrigo,2020–2026,Rock,high,"Identifiable Olivia Rodrigo single with strong supplied recording tags for pop punk, pop rock, rock and grunge, while pop remains a genuine crossover element.",,,,,
song_2c30bf5fd805f637201e1f648e5f43997dd57e3aefda5561672d7f909dd6c0d2,Free Mind,Tems,2020–2026,R&B / Soul,medium,"No tags were supplied, but the identifiable Tems song is generally understood as alternative R&B/soul with Afrobeats-adjacent context not necessary as the primary genre.",,,,,
song_2f6e3e6b8104a54fd692e7b4ef922b58471ea5a0b754739f1a4bea2e60912bf8,Moscow Mule,Bad Bunny,2020–2026,Latin,high,"Supplied recording tag is reggaeton, with artist tags also supporting Latin trap/reggaeton; the identifiable Bad Bunny track fits Latin urbano/reggaeton.",,,,,
song_43a3c28b92006dfa57ea20e3efce754cbb2fde0e1621444da8eb022d7b067b5b,Monaco,Bad Bunny,2020–2026,Latin,high,"Identifiable Bad Bunny single with learned knowledge of Latin trap/reggaeton styling; no supplied tags, so the choice rests on song identity rather than raw evidence.",Latin,,,,
song_4f66619c4083f7c16d5ab1d1161ab6c4eff18bec71458f607e82b7fd839cdc29,Sugar On My Tongue,"Tyler, the Creator",2020–2026,Hip-Hop / Rap,low,"Tyler, the Creator identity suggests rap-oriented work, but the supplied recording tag is non-genre noise and this specific song identity is uncertain.",,,,,
song_5e0db40b686cb1b722ccbd809d6664d820387165eaf111c8dda102bc602ee066,'Til You Can't,Cody Johnson,2020–2026,Country,high,"The recording tag explicitly says country, matching the identifiable Cody Johnson song's mainstream country style.",,,,,
song_73f48945a748eba898fdf814f0e9cc5852f53ecbffcecea60a29a2006fd58713,Skate,Silk Sonic (Bruno Mars & Anderson .Paak),2020–2026,R&B / Soul,high,"Identifiable Silk Sonic song draws on retro soul, funk and R&B; no raw tags were supplied, so this is based on song knowledge.",R&B / Soul,,,,
song_76fa1f23eef57d0fae6fd00ae8b39859ff432bf3cef88c39427b1068d859cd9f,Freakin' Out,Dexter And The Moonrocks,2020–2026,Alternative / Indie,low,"No tags are supplied and the song is not firmly identifiable here; the artist context points most plausibly to alternative/indie rock-leaning music, but uncertainty is high.",,,,,
song_87601c4495e29dd78c08f886e87be68703081cf94601eb92946cddd4af0e3c8f,Scared To Start,Michael Marcagi,2020–2026,Alternative / Indie,medium,"Recording tags include alternative, blues and pop, and learned context points to folk-pop/alt singer-songwriter; alternative is best supported with crossover uncertainty.",,,,,
song_9adb3d1a0131719ef13c364403cf53a1962d992abdcd05c29cd951e04ab8cc07,Water,Tyla,2020–2026,Afrobeats / African Pop,high,"Recording tags support contemporary R&B and pop, while the identifiable song is amapiano/Afropop-inflected, making African pop the best broad fit.",,,,,
song_ae6df658640328431990dc870952a8bd79d6952671c30aad8294c7fc91096afb,Last Last,Burna Boy,2020–2026,Afrobeats / African Pop,high,"Recording tags include african and afrobeat, and the identifiable Burna Boy song is widely understood as Afrobeats/African pop.",Afrobeats / African Pop,,,,
song_c3d047f8f63b834001f15e6a211ba69af7996df10f0f20284c59a63ffa6e2e76,Runway,Lady Gaga & Doechii,2020–2026,Other,low,"No recording or artist genre evidence was supplied, and this identity is not familiar enough to classify defensibly from learned song knowledge alone.",Other,,,,
song_c6420d8ecfca0032a3387c63df5134ba2146ac048ea0ffb0aad4bd0d8db6e075,Make Them Pay,Drake,2020–2026,Other,low,"No genre evidence was supplied, and the specific song identity is too uncertain to classify from learned song knowledge alone.",,,,,
song_d32a84dacb8bbd6d91a6514decc9b51d7661efe788b020e5bd9ad749cc5ba8db,Essence,Wizkid Featuring Justin Bieber & Tems,2020–2026,Afrobeats / African Pop,high,"Identifiable Wizkid song; recording tags include afrobeat and house, and learned context supports Afrobeats with smooth R&B-pop crossover elements.",Afrobeats / African Pop,,,,
song_d7e9573c1e70adad7ade1b701ddfa86aaeb97415f9841e0d3d90c6dca6ac3cca,Dynamite,BTS,2020–2026,K-Pop,high,"Recording evidence directly supplies k-pop, dance-pop, pop, and synth funk, matching the identifiable BTS single's bright disco-pop style within the K-pop scene.",K-Pop,,,,
song_db04e403f30e54ba8db19acba031571ca1dc8c3259b105812056593f11029127,Ice Cream,BLACKPINK X Selena Gomez,2020–2026,K-Pop,medium,"No supplied tags, but the identifiable BLACKPINK and Selena Gomez collaboration is widely known as a K-pop act's pop track; classification relies on learned song identity.",K-Pop,,,,
song_dc622e83556500e1683288e4bdb9892c32a49dd9dbb2b8b80f8f8bb9eab21fa4,Lifestyle,Jason Derulo Featuring Adam Levine,2020–2026,Pop,medium,"Recording tags emphasize dance, electronic, trance, and pop, while the identifiable Derulo/Levine single is best treated as dance-pop despite noisy jazz evidence.",Pop,,,,
song_f31e5ce558c5ca0d470646e9d16a8d49e0310dc9d38a21979003381537bfd3b7,Keys To My Life,¥$: Kanye West & Ty Dolla $ign,2020–2026,Hip-Hop / Rap,high,"No supplied tags, but the identifiable Kanye West and Ty Dolla $ign track is from their rap/R&B-oriented ¥$ project; hip-hop is the clearest broad fit.",Hip-Hop / Rap,,,,
